Rk,Player,G,Season,Age,Team,PLAY_G,PLAY_GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PLAY_PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
461,Ed Davis,11,2015-16,26,POR,11,0,18.6,1.9,3.6,1.9,3.5,0.0,0.2,1.7,3.0,2.4,4.5,6.8,1.3,0.2,0.6,0.9,3.0,5.5,.525,.553,.000,.576,.559,.525,F,davised01
462,Ed Davis,4,2017-18,28,POR,4,0,17.8,1.3,2.5,1.3,2.5,0.0,0.0,0.3,1.0,1.3,6.8,8.0,0.0,0.0,0.3,1.0,1.8,2.8,.500,.500,,.250,.468,.500,F,davised01
463,Glen Davis,5,2011-12,26,ORL,5,5,38.0,7.8,17.8,7.8,17.8,0.0,0.0,3.4,4.4,4.6,4.6,9.2,0.8,0.6,1.2,1.8,2.0,19.0,.438,.438,,.773,.481,.438,F-C,davisgl01
464,Glen Davis,13,2013-14,28,LAC,13,0,12.2,1.9,3.2,1.9,3.2,0.0,0.0,0.0,0.0,1.1,1.7,2.8,0.7,0.2,0.2,0.5,1.8,3.8,.610,.610,,,.610,.610,F-C,davisgl01
465,Glen Davis,14,2014-15,29,LAC,14,0,10.3,1.2,2.7,1.2,2.6,0.0,0.1,0.5,0.6,0.6,1.3,1.9,0.2,0.4,0.4,0.6,2.4,2.9,.447,.459,.000,.778,.489,.447,F-C,davisgl01
466,Terence Davis,6,2019-20,22,TOR,6,0,14.0,2.3,4.8,1.0,1.7,1.3,3.2,1.2,1.2,0.3,1.8,2.2,1.2,0.2,0.0,1.0,1.8,7.2,.483,.600,.421,1.000,.670,.621,G,daviste02
467,Austin Daye,4,2012-13,24,MEM,4,0,5.0,0.8,2.0,0.8,1.8,0.0,0.3,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.3,0.3,0.5,1.8,.375,.429,.000,1.000,.415,.375,F,dayeau01
468,Nando De Colo,5,2012-13,25,SAS,5,0,2.8,0.2,0.8,0.2,0.2,0.0,0.6,0.4,0.4,0.4,0.4,0.8,0.4,0.0,0.0,0.0,0.2,0.8,.250,1.000,.000,1.000,.410,.250,G,decolna01
469,Dewayne Dedmon,12,2016-17,27,SAS,12,3,8.1,1.2,1.9,1.2,1.9,0.0,0.0,1.4,2.7,1.8,2.2,3.9,0.3,0.2,0.3,0.7,1.3,3.8,.609,.609,,.531,.607,.609,C,dedmode01
470,Dewayne Dedmon,4,2020-21,31,MIA,4,0,14.3,2.5,4.5,2.3,3.8,0.3,0.8,1.0,1.3,2.0,2.5,4.5,0.8,0.0,0.5,1.5,2.5,6.3,.556,.600,.333,.800,.619,.583,C,dedmode01
471,Dewayne Dedmon,14,2021-22,32,MIA,14,0,9.9,1.5,3.2,1.4,2.5,0.1,0.7,0.7,0.9,1.1,1.9,3.0,0.4,0.1,0.2,0.5,2.6,3.8,.467,.571,.100,.833,.527,.478,C,dedmode01
472,Sam Dekker,4,2016-17,22,HOU,4,0,7.8,0.8,3.0,0.0,1.5,0.8,1.5,0.0,0.0,1.3,1.3,2.5,0.3,0.3,0.3,0.0,0.5,2.3,.250,.000,.500,,.375,.375,F,dekkesa01
473,Carlos Delfino,5,2012-13,30,HOU,5,0,24.0,3.0,8.0,0.8,1.8,2.2,6.2,0.8,0.8,0.2,2.2,2.4,2.0,0.6,0.2,1.0,2.0,9.0,.375,.444,.355,1.000,.539,.513,G,delfica01
474,Matthew Dellavedova,20,2014-15,24,CLE,20,7,24.9,2.4,6.8,1.2,3.0,1.2,3.8,1.3,1.6,0.5,1.6,2.1,2.7,0.5,0.0,1.8,2.6,7.2,.346,.383,.316,.781,.476,.434,G,dellama01
475,Matthew Dellavedova,20,2015-16,25,CLE,20,0,12.1,1.3,3.7,0.9,2.2,0.4,1.6,0.9,1.2,0.2,0.6,0.8,2.8,0.1,0.1,0.7,1.6,3.9,.351,.419,.258,.750,.461,.405,G,dellama01
476,Matthew Dellavedova,6,2016-17,26,MIL,6,0,26.5,2.7,6.8,1.7,4.2,1.0,2.7,1.3,1.7,0.2,1.8,2.0,2.0,0.2,0.0,1.2,0.8,7.7,.390,.400,.375,.800,.507,.463,G,dellama01
477,Matthew Dellavedova,6,2017-18,27,MIL,6,0,13.0,0.7,2.0,0.3,0.5,0.3,1.5,0.3,0.3,0.2,0.7,0.8,2.7,0.3,0.0,1.0,1.0,2.0,.333,.667,.222,1.000,.466,.417,G,dellama01
478,Luol Deng,6,2011-12,26,CHI,6,6,38.0,6.0,13.2,4.7,9.5,1.3,3.7,0.7,1.2,1.3,7.0,8.3,1.5,0.8,1.5,1.7,1.7,14.0,.456,.491,.364,.571,.512,.506,F,denglu01
479,Luol Deng,5,2012-13,27,CHI,5,5,44.8,6.4,16.8,6.2,13.2,0.2,3.6,0.8,2.0,1.0,6.6,7.6,3.8,1.0,0.6,2.4,2.4,13.8,.381,.470,.056,.400,.390,.387,F,denglu01
480,Luol Deng,14,2015-16,30,MIA,14,14,35.4,4.6,9.9,2.9,5.8,1.7,4.1,2.3,2.7,1.4,4.6,5.9,1.6,0.9,0.6,1.6,1.7,13.3,.471,.506,.421,.842,.601,.558,F,denglu01
481,DeMar DeRozan,7,2013-14,24,TOR,7,7,40.3,6.4,16.7,5.6,14.1,0.9,2.6,10.1,11.3,0.4,3.7,4.1,3.6,1.1,0.3,2.6,3.3,23.9,.385,.394,.333,.899,.550,.410,G-F,derozde01
482,DeMar DeRozan,4,2014-15,25,TOR,4,4,39.8,8.0,20.0,7.3,18.0,0.8,2.0,3.5,4.3,1.3,5.0,6.3,5.8,1.5,0.0,2.5,3.0,20.3,.400,.403,.375,.824,.463,.419,G-F,derozde01
483,DeMar DeRozan,20,2015-16,26,TOR,20,20,37.3,7.9,19.9,7.7,18.6,0.2,1.3,5.0,6.2,0.7,3.5,4.2,2.7,1.1,0.2,2.3,2.6,20.9,.394,.411,.154,.813,.462,.399,G-F,derozde01
484,DeMar DeRozan,10,2016-17,27,TOR,10,10,37.3,7.6,17.5,7.5,16.0,0.1,1.5,7.1,8.0,0.4,4.5,4.9,3.4,1.4,0.0,2.5,2.6,22.4,.434,.469,.067,.888,.533,.437,G-F,derozde01
485,DeMar DeRozan,10,2017-18,28,TOR,10,10,35.4,8.7,19.9,7.7,16.4,1.0,3.5,4.3,5.3,0.6,3.0,3.6,4.0,0.5,0.6,2.3,2.4,22.7,.437,.470,.286,.811,.511,.462,G-F,derozde01
486,DeMar DeRozan,7,2018-19,29,SAS,7,7,35.9,8.3,17.0,8.3,16.9,0.0,0.1,5.4,6.3,1.4,5.3,6.7,4.6,1.1,0.1,1.7,2.3,22.0,.487,.492,.000,.864,.557,.487,G-F,derozde01
487,DeMar DeRozan,5,2021-22,32,CHI,5,5,40.6,7.8,19.0,7.8,17.2,0.0,1.8,5.2,6.0,0.2,5.2,5.4,4.8,1.8,0.4,2.2,2.4,20.8,.411,.453,.000,.867,.481,.411,G-F,derozde01
488,Mamadi Diakite,7,2020-21,24,MIL,7,0,5.0,0.3,1.4,0.1,1.1,0.1,0.3,0.3,0.3,0.1,0.9,1.0,0.0,0.4,0.1,0.1,1.0,1.0,.200,.125,.500,1.000,.322,.250,F,diakima01
489,Cheick Diallo,7,2017-18,21,NOP,7,0,6.9,0.7,1.7,0.7,1.7,0.0,0.0,0.0,0.0,0.6,0.7,1.3,0.0,0.1,0.1,0.1,1.3,1.4,.417,.417,,,.417,.417,F,diallch01
490,Boris Diaw,14,2011-12,29,SAS,14,14,24.7,2.6,5.0,1.9,3.7,0.6,1.3,0.4,0.6,2.0,3.2,5.2,2.5,0.8,0.3,1.1,2.1,6.2,.514,.519,.500,.750,.592,.579,F-C,diawbo01
491,Boris Diaw,16,2012-13,30,SAS,16,1,17.1,1.5,3.4,1.2,2.6,0.3,0.8,0.8,0.9,0.5,2.0,2.5,1.8,0.3,0.2,0.8,1.8,4.1,.444,.463,.385,.857,.540,.491,F-C,diawbo01
492,Boris Diaw,23,2013-14,31,SAS,23,3,26.3,3.5,7.0,2.7,5.0,0.8,2.0,1.4,2.1,1.1,3.7,4.8,3.4,0.6,0.1,1.3,1.9,9.2,.500,.539,.400,.688,.582,.556,F-C,diawbo01
493,Boris Diaw,7,2014-15,32,SAS,7,0,28.3,4.9,10.1,4.3,7.6,0.6,2.6,1.3,1.9,1.9,4.3,6.1,3.6,0.7,0.4,1.3,3.4,11.6,.479,.566,.222,.692,.528,.507,F-C,diawbo01
494,Boris Diaw,9,2015-16,33,SAS,9,0,17.7,2.3,5.1,2.1,4.4,0.2,0.7,0.3,0.4,0.2,1.9,2.1,2.3,0.2,0.4,0.7,1.0,5.2,.457,.475,.333,.750,.492,.478,F-C,diawbo01
495,Boris Diaw,11,2016-17,34,UTA,11,9,18.5,2.2,4.4,1.6,3.1,0.5,1.3,0.8,0.9,0.3,1.6,1.9,2.0,0.6,0.4,1.3,1.1,5.7,.500,.529,.429,.900,.601,.563,F-C,diawbo01
496,Gorgui Dieng,5,2017-18,28,MIN,5,0,14.0,1.2,3.6,0.8,2.6,0.4,1.0,0.6,0.8,0.6,3.0,3.6,0.8,0.4,0.8,0.2,1.2,3.4,.333,.308,.400,.750,.430,.389,C,dienggo01
497,Spencer Dinwiddie,5,2018-19,25,BRK,5,0,26.2,5.4,12.4,3.6,7.6,1.8,4.8,2.0,2.8,0.8,1.8,2.6,1.6,0.4,0.0,1.6,2.0,14.6,.435,.474,.375,.714,.536,.508,G,dinwisp01
498,Spencer Dinwiddie,18,2021-22,28,DAL,18,3,27.8,4.4,10.7,2.2,5.3,2.2,5.3,3.1,3.7,0.4,2.0,2.4,3.6,0.8,0.3,1.6,2.3,14.2,.417,.417,.417,.821,.576,.521,G,dinwisp01
499,Donte DiVincenzo,10,2019-20,23,MIL,10,1,16.5,2.3,5.1,1.6,3.0,0.7,2.1,1.3,2.0,0.8,2.4,3.2,1.2,0.7,0.3,1.0,2.1,6.6,.451,.533,.333,.650,.552,.520,G,divindo01
500,Luka Dončić,6,2019-20,20,DAL,6,6,35.8,10.7,21.3,8.0,14.0,2.7,7.3,7.0,10.7,0.7,9.2,9.8,8.7,1.2,0.5,5.2,2.8,31.0,.500,.571,.364,.656,.596,.563,G-F,doncilu01
501,Luka Dončić,7,2020-21,21,DAL,7,7,40.1,13.7,28.0,9.3,17.1,4.4,10.9,3.9,7.3,0.6,7.3,7.9,10.3,1.3,0.4,4.6,2.4,35.7,.490,.542,.408,.529,.572,.569,G-F,doncilu01
502,Luka Dončić,15,2021-22,22,DAL,15,15,36.8,10.7,23.5,7.3,13.6,3.4,9.9,6.9,9.0,0.7,9.1,9.8,6.4,1.8,0.6,3.9,2.9,31.7,.455,.534,.345,.770,.577,.527,G-F,doncilu01
503,Keyon Dooling,20,2011-12,31,BOS,20,0,10.6,1.1,2.4,0.5,1.0,0.6,1.4,0.1,0.2,0.1,0.7,0.8,0.7,0.3,0.2,0.2,1.5,2.8,.438,.500,.393,.667,.558,.552,G,doolike01
504,Keyon Dooling,14,2012-13,32,MEM,14,0,8.1,0.6,1.7,0.2,0.8,0.4,0.9,0.4,0.4,0.0,0.4,0.4,0.3,0.1,0.0,0.2,1.0,1.9,.333,.273,.385,1.000,.507,.438,G,doolike01
505,Joey Dorsey,6,2014-15,31,HOU,6,0,2.2,0.0,0.3,0.0,0.3,0.0,0.0,0.2,0.3,0.2,0.5,0.7,0.3,0.0,0.0,0.2,0.3,0.2,.000,.000,,.500,.174,.000,F,dorsejo01
506,Luguentz Dort,6,2019-20,20,OKC,6,6,29.2,4.5,12.7,2.3,4.3,2.2,8.3,1.3,2.5,0.8,2.8,3.7,1.0,0.3,1.0,2.5,4.2,12.5,.355,.538,.260,.533,.454,.441,G,dortlu01
507,Ayo Dosunmu,5,2021-22,22,CHI,5,1,17.2,1.6,5.2,1.0,2.6,0.6,2.6,0.2,0.2,0.8,1.8,2.6,2.2,0.2,0.0,0.6,1.0,4.0,.308,.385,.231,1.000,.378,.365,G,dosunay01
508,Toney Douglas,10,2013-14,27,MIA,10,0,2.9,0.3,0.9,0.0,0.3,0.3,0.6,0.1,0.2,0.1,0.3,0.4,0.5,0.0,0.0,0.1,0.3,1.0,.333,.000,.500,.500,.506,.500,G,douglto01
509,Chris Douglas-Roberts,4,2013-14,27,CHA,4,0,17.5,2.8,4.0,1.8,2.0,1.0,2.0,3.0,3.5,0.5,1.5,2.0,0.5,0.0,0.0,1.0,2.8,9.5,.688,.875,.500,.857,.857,.813,G,douglch01
510,PJ Dozier,12,2019-20,23,DEN,12,0,10.4,1.2,2.8,1.0,2.1,0.2,0.7,0.7,1.2,0.2,1.3,1.5,1.0,0.2,0.2,0.7,1.1,3.2,.424,.480,.250,.571,.485,.455,G,doziepj01
511,Goran Dragić,14,2015-16,29,MIA,14,14,33.7,6.5,14.7,5.4,11.4,1.1,3.3,2.4,3.1,0.8,4.1,4.9,3.9,0.4,0.2,2.2,3.3,16.5,.442,.469,.348,.767,.514,.481,G,dragigo01
512,Goran Dragić,5,2017-18,31,MIA,5,5,31.2,7.0,15.0,5.4,10.8,1.6,4.2,3.0,4.4,0.6,2.0,2.6,4.6,1.0,0.0,3.0,3.0,18.6,.467,.500,.381,.682,.549,.520,G,dragigo01
513,Goran Dragić,17,2019-20,33,MIA,17,16,32.5,7.0,15.8,4.8,9.5,2.2,6.3,2.9,3.6,0.8,3.3,4.1,4.4,1.0,0.1,2.3,2.9,19.1,.444,.509,.346,.803,.549,.513,G,dragigo01
514,Goran Dragić,4,2020-21,34,MIA,4,2,29.3,5.8,13.5,3.5,7.0,2.3,6.5,2.3,3.0,0.3,1.5,1.8,2.8,1.0,0.5,1.5,2.8,16.0,.426,.500,.346,.750,.540,.509,G,dragigo01
515,Goran Dragić,4,2021-22,35,BRK,4,0,19.8,4.5,8.0,3.5,5.0,1.0,3.0,0.5,0.5,1.5,3.0,4.5,1.5,0.8,0.0,1.3,2.8,10.5,.563,.700,.333,1.000,.639,.625,G,dragigo01
516,Andre Drummond,4,2015-16,22,DET,4,4,32.8,7.0,13.5,7.0,13.3,0.0,0.3,2.8,8.5,3.0,6.0,9.0,0.0,0.3,1.5,1.0,2.0,16.8,.519,.528,.000,.324,.486,.519,C,drumman01
517,Andre Drummond,4,2018-19,25,DET,4,4,31.8,6.0,13.5,6.0,13.3,0.0,0.3,2.3,5.3,5.0,8.0,13.0,2.3,1.5,1.3,2.8,4.3,14.3,.444,.453,.000,.429,.451,.444,C,drumman01
518,Andre Drummond,5,2020-21,27,LAL,5,5,21.0,3.8,6.4,3.8,6.4,0.0,0.0,1.4,2.0,3.8,7.2,11.0,0.0,0.8,0.6,2.2,2.4,9.0,.594,.594,,.700,.618,.594,C,drumman01
519,Andre Drummond,4,2021-22,28,BRK,4,4,15.0,1.5,2.8,1.5,2.8,0.0,0.0,0.8,1.3,0.8,2.3,3.0,0.8,1.3,0.8,1.5,3.0,3.8,.545,.545,,.600,.568,.545,C,drumman01
520,Jared Dudley,7,2013-14,28,LAC,7,0,6.4,0.4,1.6,0.0,0.7,0.4,0.9,0.0,0.0,0.0,0.9,0.9,0.3,0.1,0.0,0.0,0.7,1.3,.273,.000,.500,,.409,.409,F-G,dudleja01
521,Jared Dudley,6,2014-15,29,MIL,6,0,18.3,2.3,5.0,1.0,2.7,1.3,2.3,0.7,1.2,0.5,1.3,1.8,1.3,2.0,0.3,0.8,2.0,6.7,.467,.375,.571,.571,.605,.600,F-G,dudleja01
522,Jared Dudley,4,2018-19,33,BRK,4,2,20.5,0.8,2.8,0.3,0.5,0.5,2.3,1.0,1.0,0.0,0.5,0.5,2.8,0.8,0.3,1.0,2.5,3.0,.273,.500,.222,1.000,.470,.364,F-G,dudleja01
523,Jared Dudley,9,2019-20,34,LAL,9,0,3.4,0.0,0.4,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.1,0.2,0.2,0.0,.000,.000,.000,,.000,.000,F-G,dudleja01
524,Chris Duhon,5,2011-12,29,ORL,5,0,12.2,0.2,1.0,0.0,0.4,0.2,0.6,0.0,0.4,0.0,1.4,1.4,1.8,1.0,0.2,1.4,1.0,0.6,.200,.000,.333,.000,.255,.300,G,duhonch01
525,Tim Duncan,14,2011-12,35,SAS,14,14,33.1,7.2,14.6,7.2,14.5,0.0,0.1,2.9,4.1,2.3,7.1,9.4,2.8,0.7,2.1,1.5,2.1,17.4,.495,.498,.000,.707,.529,.495,F-C,duncati01
526,Tim Duncan,21,2012-13,36,SAS,21,21,35.0,7.2,15.3,7.2,15.2,0.0,0.0,3.8,4.7,2.6,7.6,10.2,1.9,0.9,1.6,2.0,2.5,18.1,.470,.472,.000,.806,.523,.470,F-C,duncati01
527,Tim Duncan,23,2013-14,37,SAS,23,23,32.7,6.5,12.4,6.5,12.3,0.0,0.1,3.3,4.3,2.8,6.3,9.2,2.0,0.3,1.3,1.1,2.3,16.3,.523,.527,.000,.760,.568,.523,F-C,duncati01
528,Tim Duncan,7,2014-15,38,SAS,7,7,35.7,7.6,12.9,7.6,12.7,0.0,0.1,2.7,4.9,2.7,8.4,11.1,3.3,1.3,1.4,1.0,3.7,17.9,.589,.596,.000,.559,.595,.589,F-C,duncati01
529,Tim Duncan,10,2015-16,39,SAS,10,10,21.8,2.2,5.2,2.2,5.2,0.0,0.0,1.5,2.1,1.0,3.8,4.8,1.4,0.2,1.3,1.0,1.8,5.9,.423,.423,,.714,.482,.423,F-C,duncati01
530,Mike Dunleavy,4,2012-13,32,MIL,4,0,22.8,4.3,7.5,2.5,3.5,1.8,4.0,2.0,2.3,0.8,3.3,4.0,2.0,0.5,0.0,0.8,1.3,12.3,.567,.714,.438,.889,.721,.683,F-G,dunlemi02
531,Mike Dunleavy,5,2013-14,33,CHI,5,5,32.6,5.0,10.6,2.6,5.4,2.4,5.2,0.8,1.2,1.0,2.6,3.6,2.4,0.6,0.2,1.0,1.4,13.2,.472,.481,.462,.667,.593,.585,F-G,dunlemi02
532,Mike Dunleavy,12,2014-15,34,CHI,12,12,32.4,3.6,7.3,1.3,2.7,2.3,4.7,1.5,1.6,0.6,3.4,4.0,2.6,0.8,0.4,1.3,2.6,10.9,.489,.500,.482,.947,.680,.642,F-G,dunlemi02
533,Mike Dunleavy,6,2016-17,36,ATL,6,0,8.8,0.5,1.2,0.2,0.3,0.3,0.8,0.7,0.7,0.2,0.7,0.8,0.3,0.2,0.0,1.0,0.5,2.0,.429,.500,.400,1.000,.685,.571,F-G,dunlemi02
534,Kris Dunn,5,2020-21,26,ATL,5,0,6.6,0.2,1.0,0.2,0.8,0.0,0.2,0.8,0.8,0.0,1.0,1.0,1.0,0.4,0.4,0.8,1.0,1.2,.200,.250,.000,1.000,.444,.200,G,dunnkr01
535,Kevin Durant,20,2011-12,23,OKC,20,20,41.9,9.9,19.2,7.9,13.7,2.1,5.5,6.7,7.7,0.7,6.8,7.4,3.7,1.5,1.2,3.2,2.6,28.5,.517,.575,.373,.864,.632,.570,F-G,duranke01
536,Kevin Durant,11,2012-13,24,OKC,11,11,44.1,10.2,22.4,8.2,16.0,2.0,6.4,8.5,10.2,0.6,8.4,9.0,6.3,1.3,1.1,3.9,2.4,30.8,.455,.511,.314,.830,.574,.500,F-G,duranke01
537,Kevin Durant,19,2013-14,25,OKC,19,19,42.9,10.2,22.2,7.9,15.6,2.3,6.6,6.9,8.6,1.3,7.6,8.9,3.9,1.0,1.3,3.8,2.2,29.6,.460,.508,.344,.810,.570,.511,F-G,duranke01
538,Kevin Durant,18,2015-16,27,OKC,18,18,40.3,9.7,22.6,8.0,16.5,1.7,6.1,7.2,8.1,0.7,6.4,7.1,3.3,1.0,1.0,3.6,2.1,28.4,.430,.485,.282,.890,.542,.468,F-G,duranke01
539,Kevin Durant,15,2016-17,28,GSW,15,15,35.5,9.9,17.9,7.4,12.1,2.5,5.7,6.1,6.9,1.1,6.9,7.9,4.3,0.8,1.3,2.5,2.6,28.5,.556,.610,.442,.893,.683,.627,F-G,duranke01
540,Kevin Durant,21,2017-18,29,GSW,21,21,38.4,10.1,20.7,7.9,14.1,2.2,6.6,6.5,7.2,0.6,7.1,7.8,4.7,0.7,1.2,2.4,2.0,29.0,.487,.556,.341,.901,.606,.541,F-G,duranke01
541,Kevin Durant,12,2018-19,30,GSW,12,12,36.8,10.4,20.3,7.5,13.6,2.9,6.7,8.5,9.4,0.1,4.8,4.9,4.5,1.1,1.0,3.6,3.2,32.3,.514,.552,.438,.903,.661,.586,F-G,duranke01
542,Kevin Durant,12,2020-21,32,BRK,12,12,40.4,12.1,23.5,9.3,16.7,2.8,6.8,7.3,8.4,0.4,8.8,9.3,4.4,1.5,1.6,3.5,2.6,34.3,.514,.560,.402,.871,.630,.573,F-G,duranke01
543,Kevin Durant,4,2021-22,33,BRK,4,4,44.0,8.0,20.8,6.3,15.5,1.8,5.3,8.5,9.5,0.5,5.3,5.8,6.3,1.0,0.3,5.3,3.8,26.3,.386,.403,.333,.895,.526,.428,F-G,duranke01
544,Devin Ebanks,9,2011-12,22,LAL,9,6,14.0,1.8,4.3,1.8,4.0,0.0,0.3,0.6,0.9,0.8,1.4,2.2,0.7,0.3,0.8,0.2,1.4,4.1,.410,.444,.000,.625,.435,.410,F,ebankde01
545,Anthony Edwards,6,2021-22,20,MIN,6,6,37.8,8.3,18.3,4.5,8.8,3.8,9.5,4.7,5.7,0.7,3.5,4.2,3.0,1.2,1.2,2.5,3.7,25.2,.455,.509,.404,.824,.604,.559,G,edwaran01
546,Wayne Ellington,5,2017-18,30,MIA,5,0,20.2,2.4,7.0,0.0,1.0,2.4,6.0,0.6,0.6,0.2,1.4,1.6,0.6,0.4,0.4,0.6,1.8,7.8,.343,.000,.400,1.000,.537,.514,G,ellinwa01
547,Wayne Ellington,4,2018-19,31,DET,4,4,32.8,2.8,8.8,1.0,3.3,1.8,5.5,0.5,0.5,0.8,3.0,3.8,1.3,0.8,0.0,0.5,1.0,7.8,.314,.308,.318,1.000,.432,.414,G,ellinwa01
548,Monta Ellis,4,2012-13,27,MIL,4,4,38.0,6.0,13.8,5.3,9.0,0.8,4.8,1.5,4.0,0.5,2.8,3.3,5.5,2.5,0.3,3.5,2.0,14.3,.436,.583,.158,.375,.459,.464,G,ellismo01
549,Monta Ellis,7,2013-14,28,DAL,7,7,35.6,7.4,18.1,5.7,13.3,1.7,4.9,3.9,4.4,0.9,1.6,2.4,2.9,1.3,0.1,2.1,2.7,20.4,.409,.430,.353,.871,.508,.457,G,ellismo01
550,Monta Ellis,5,2014-15,29,DAL,5,5,39.4,10.4,22.2,8.2,16.2,2.2,6.0,3.0,4.0,0.8,2.4,3.2,5.2,2.0,0.6,3.2,3.6,26.0,.468,.506,.367,.750,.543,.518,G,ellismo01
551,Monta Ellis,7,2015-16,30,IND,7,7,32.1,4.7,10.9,3.7,7.9,1.0,3.0,1.1,1.4,0.6,3.3,3.9,4.3,2.1,0.0,2.4,2.4,11.6,.434,.473,.333,.800,.504,.480,G,ellismo01
552,Monta Ellis,4,2016-17,31,IND,4,2,19.0,2.0,5.0,1.5,3.0,0.5,2.0,1.0,1.3,0.3,1.8,2.0,1.3,0.5,0.3,1.0,1.3,5.5,.400,.500,.250,.800,.495,.450,G,ellismo01
553,Joel Embiid,8,2017-18,23,PHI,8,8,34.8,7.5,17.3,6.5,13.6,1.0,3.6,5.4,7.6,2.9,9.8,12.6,3.0,0.9,1.8,3.6,3.9,21.4,.435,.477,.276,.705,.519,.464,C,embiijo01
554,Joel Embiid,11,2018-19,24,PHI,11,11,30.4,6.2,14.5,5.1,10.9,1.1,3.5,6.7,8.2,1.9,8.5,10.5,3.4,0.7,2.3,3.6,3.1,20.2,.428,.467,.308,.822,.559,.465,C,embiijo01
555,Joel Embiid,4,2019-20,25,PHI,4,4,36.3,8.5,18.5,7.5,14.5,1.0,4.0,12.0,14.8,2.8,9.5,12.3,1.3,1.5,1.3,3.8,4.5,30.0,.459,.517,.250,.814,.600,.486,C,embiijo01
556,Joel Embiid,11,2020-21,26,PHI,11,11,32.5,9.2,17.9,7.7,14.2,1.5,3.7,8.3,9.9,1.5,9.1,10.5,3.4,1.0,1.5,3.8,3.0,28.1,.513,.545,.390,.835,.631,.553,C,embiijo01
557,Joel Embiid,10,2021-22,27,PHI,10,10,38.5,7.8,16.1,7.1,12.8,0.7,3.3,7.3,8.9,2.1,8.6,10.7,2.1,0.4,0.8,3.2,3.4,23.6,.484,.555,.212,.820,.590,.506,C,embiijo01
558,James Ennis III,6,2016-17,26,MEM,6,4,26.5,2.7,6.3,1.7,3.2,1.0,3.2,2.0,2.3,1.3,2.8,4.2,1.2,0.8,0.3,1.2,3.3,8.3,.421,.526,.316,.857,.566,.500,F,ennisja01
559,James Ennis III,11,2018-19,28,PHI,11,0,21.1,2.8,5.8,2.0,2.9,0.8,2.9,1.1,1.7,1.5,2.4,3.8,1.1,0.4,0.3,0.9,2.8,7.5,.484,.688,.281,.632,.574,.555,F,ennisja01
560,James Ennis III,5,2019-20,29,ORL,5,5,23.8,2.4,7.0,1.6,3.8,0.8,3.2,1.4,1.8,1.2,4.6,5.8,1.2,1.0,0.4,1.2,3.8,7.0,.343,.421,.250,.778,.449,.400,F,ennisja01
561,Jacob Evans,7,2018-19,21,GSW,7,0,2.6,0.3,0.7,0.1,0.4,0.1,0.3,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.1,0.7,.400,.333,.500,,.500,.500,G-F,evansja02
562,Reggie Evans,11,2011-12,31,LAC,11,0,18.0,0.7,1.4,0.7,1.4,0.0,0.0,1.5,3.6,1.8,5.5,7.3,0.1,0.8,0.5,0.8,2.8,3.0,.533,.533,,.425,.506,.533,F,evansre01
563,Reggie Evans,7,2012-13,32,BRK,7,7,29.9,1.6,3.3,1.6,3.3,0.0,0.0,1.4,2.6,2.3,10.0,12.3,0.9,1.0,0.3,0.9,3.0,4.6,.478,.478,,.556,.517,.478,F,evansre01
564,Tyreke Evans,4,2014-15,25,NOP,4,4,31.3,3.5,10.8,3.0,8.0,0.5,2.8,2.5,4.3,0.8,4.3,5.0,5.0,1.3,0.3,1.5,2.5,10.0,.326,.375,.182,.588,.396,.349,G-F,evansty01
565,Tyreke Evans,4,2018-19,29,IND,4,0,21.0,5.3,12.0,2.5,7.0,2.8,5.0,2.0,3.5,0.0,4.3,4.3,0.8,0.5,0.3,1.5,2.0,15.3,.438,.357,.550,.571,.563,.552,G-F,evansty01
566,Dante Exum,7,2016-17,21,UTA,7,0,12.0,1.6,3.9,1.0,2.1,0.6,1.7,0.9,0.9,0.3,0.6,0.9,1.3,0.7,0.0,0.4,1.4,4.6,.407,.467,.333,1.000,.540,.481,G,exumda01
567,Dante Exum,10,2017-18,22,UTA,10,0,11.4,2.0,4.1,1.8,3.4,0.2,0.7,0.9,1.2,0.4,1.0,1.4,1.0,0.1,0.1,1.5,1.5,5.1,.488,.529,.286,.750,.551,.512,G,exumda01
568,Festus Ezeli,12,2012-13,23,GSW,12,3,11.2,0.5,1.1,0.5,1.1,0.0,0.0,1.0,1.8,1.1,1.4,2.5,0.2,0.3,0.6,1.0,2.0,2.0,.462,.462,,.571,.540,.462,C,ezelife01
569,Festus Ezeli,20,2014-15,25,GSW,20,0,9.2,1.4,2.5,1.4,2.5,0.0,0.0,0.8,1.5,1.2,1.9,3.1,0.3,0.1,0.5,0.6,1.3,3.5,.540,.540,,.552,.558,.540,C,ezelife01
570,Festus Ezeli,23,2015-16,26,GSW,23,1,8.8,1.6,3.0,1.6,3.0,0.0,0.0,0.8,1.9,1.0,1.7,2.7,0.3,0.0,0.3,0.6,1.5,4.0,.536,.536,,.432,.526,.536,C,ezelife01
