Player,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
Josh Jackson,20-24,291,23.1,4.2,10.1,3.3,7.0,0.9,3.1,2.0,2.9,0.9,3.1,4.0,1.8,0.9,0.6,1.8,2.5,11.3,0.416,0.471,0.292,0.68,0.495,0.461,F-G
Jaren Jackson Jr.,19-23,267,27.4,5.8,12.5,4.2,7.8,1.7,4.7,3.2,4.0,1.4,4.1,5.5,1.1,0.9,2.1,1.7,3.7,16.4,0.466,0.535,0.352,0.79,0.578,0.532,F
Isaiah Jackson,20-21,99,16.0,3.0,5.3,2.9,5.0,0.1,0.3,1.6,2.4,1.7,2.6,4.4,0.6,0.6,1.5,0.9,2.5,7.6,0.563,0.583,0.233,0.662,0.6,0.57,C-F
Frank Jackson,20-24,214,18.1,3.1,7.3,1.9,3.8,1.2,3.5,1.2,1.5,0.4,1.4,1.8,1.0,0.4,0.1,0.8,1.5,8.5,0.421,0.502,0.332,0.786,0.534,0.501,G
Jarrett Jack,29-34,335,28.2,4.1,9.5,3.4,7.3,0.7,2.2,2.0,2.3,0.3,2.8,3.1,5.1,0.8,0.2,2.1,1.8,10.8,0.429,0.458,0.332,0.861,0.516,0.467,G
Wes Iwundu,23-27,226,16.9,1.5,3.7,1.2,2.6,0.3,1.1,1.0,1.2,0.5,1.9,2.5,0.9,0.5,0.2,0.5,1.5,4.4,0.408,0.458,0.292,0.798,0.51,0.452,F
Royal Ivey,31-32,55,12.8,1.1,2.7,0.5,1.0,0.7,1.6,0.2,0.3,0.3,0.8,1.1,0.6,0.4,0.1,0.4,1.3,3.1,0.425,0.439,0.416,0.563,0.555,0.551,G
Jaden Ivey,20,74,31.1,5.5,13.3,3.9,8.6,1.6,4.7,3.6,4.8,1.0,2.9,3.9,5.2,0.8,0.2,3.2,3.3,16.3,0.416,0.457,0.343,0.747,0.528,0.477,G
Jonathan Isaac,20-25,147,24.7,3.4,7.8,2.4,4.9,1.0,2.9,1.3,1.7,1.3,4.1,5.3,1.0,1.1,1.4,1.1,1.9,9.0,0.434,0.493,0.333,0.789,0.53,0.495,F
Kyrie Irving,20-30,620,34.7,8.8,18.5,6.4,12.4,2.4,6.1,3.9,4.4,0.8,3.2,4.0,5.7,1.3,0.4,2.5,2.3,23.8,0.472,0.513,0.391,0.885,0.582,0.537,G
Brandon Ingram,19-25,413,33.0,7.0,15.0,5.6,11.3,1.4,3.7,3.9,5.0,0.7,4.5,5.2,4.1,0.7,0.6,2.5,2.4,19.2,0.464,0.497,0.364,0.784,0.558,0.509,F
Joe Ingles,27-35,636,25.5,3.0,6.7,1.2,2.3,1.8,4.4,0.7,0.9,0.3,2.9,3.2,3.7,0.9,0.2,1.5,1.8,8.5,0.449,0.527,0.408,0.771,0.6,0.584,F-G
Ersan İlyasova,25-33,558,23.2,3.8,8.7,2.7,5.5,1.2,3.2,1.5,1.9,1.6,3.9,5.5,1.2,0.7,0.3,0.9,2.3,10.3,0.442,0.485,0.37,0.773,0.543,0.511,F
Andre Iguodala,29-39,616,26.4,2.8,6.0,2.0,3.5,0.8,2.6,0.9,1.5,0.7,3.2,4.0,3.5,1.1,0.5,1.3,1.4,7.4,0.465,0.567,0.328,0.617,0.552,0.535,F-G
Serge Ibaka,23-33,698,28.4,5.4,10.7,4.5,8.2,0.9,2.4,1.4,1.8,1.9,5.2,7.2,1.0,0.4,1.8,1.4,2.6,13.1,0.508,0.552,0.359,0.776,0.572,0.549,F-C
Bones Hyland,21-22,125,19.2,3.7,9.1,1.7,3.8,2.0,5.4,1.5,1.8,0.3,2.3,2.6,2.9,0.6,0.3,1.3,2.0,10.9,0.401,0.448,0.368,0.85,0.546,0.51,G
Chandler Hutchison,22-25,103,17.4,2.1,4.7,1.8,3.7,0.3,1.1,0.9,1.4,0.5,3.1,3.7,0.8,0.6,0.2,0.7,1.4,5.4,0.442,0.48,0.309,0.643,0.506,0.476,G
De'Andre Hunter,22-25,206,31.1,5.0,11.3,3.5,7.0,1.5,4.3,2.3,2.9,0.6,3.5,4.2,1.5,0.7,0.3,1.4,2.9,13.9,0.444,0.497,0.356,0.799,0.552,0.511,F
Kris Humphries,27-31,307,17.7,2.6,5.6,2.4,5.1,0.2,0.6,1.4,1.8,1.6,3.7,5.3,0.7,0.4,0.5,0.8,1.8,6.7,0.457,0.474,0.306,0.785,0.524,0.472,F-C
Robbie Hummel,24-25,98,14.3,1.5,3.6,1.0,2.1,0.5,1.4,0.4,0.5,0.7,2.0,2.7,0.5,0.3,0.1,0.3,1.5,3.9,0.418,0.469,0.343,0.867,0.514,0.487,F
Josh Huestis,24-26,76,14.1,0.9,2.7,0.4,1.1,0.5,1.6,0.1,0.3,0.6,1.7,2.4,0.3,0.2,0.6,0.4,1.1,2.5,0.346,0.4,0.312,0.24,0.433,0.441,F
Kevin Huerter,20-24,349,29.6,4.6,10.4,2.4,4.7,2.2,5.7,0.8,1.1,0.6,2.9,3.5,3.1,1.0,0.3,1.3,2.4,12.2,0.444,0.515,0.385,0.766,0.563,0.55,G
Marcelo Huertas,32-33,76,14.6,1.6,3.9,1.3,2.9,0.3,1.1,0.5,0.6,0.3,1.2,1.5,3.1,0.5,0.1,1.3,1.2,3.9,0.409,0.468,0.25,0.783,0.471,0.443,G
Dwight Howard,27-36,621,27.4,4.9,8.1,4.8,8.0,0.0,0.1,3.2,6.0,3.0,7.5,10.6,1.2,0.7,1.4,2.2,3.1,13.0,0.6,0.604,0.3,0.535,0.604,0.602,C
Caleb Houstan,20,51,15.9,1.3,3.6,0.4,0.9,0.9,2.7,0.3,0.4,0.7,1.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8,0.363,0.435,0.338,0.833,0.508,0.489,G-F
Danuel House Jr.,23-29,260,22.2,2.6,6.1,1.3,2.4,1.4,3.7,1.1,1.4,0.5,2.6,3.2,1.2,0.6,0.4,0.8,1.6,7.7,0.433,0.545,0.362,0.761,0.574,0.544,G
Talen Horton-Tucker,19-22,196,21.5,3.7,8.5,2.9,5.8,0.8,2.7,1.7,2.2,0.5,2.4,3.0,3.0,0.9,0.4,1.6,2.0,9.8,0.431,0.5,0.28,0.77,0.515,0.475,G-F
Al Horford,26-36,696,31.4,5.7,11.3,4.6,8.5,1.1,2.9,1.2,1.6,1.7,5.7,7.4,3.7,0.8,1.2,1.4,1.9,13.7,0.503,0.547,0.375,0.757,0.569,0.551,C-F
Rodney Hood,22-29,448,24.5,3.8,9.0,2.3,5.0,1.4,4.0,1.4,1.7,0.4,2.2,2.6,1.6,0.7,0.2,1.0,1.9,10.4,0.42,0.462,0.366,0.841,0.535,0.5,G-F
Richaun Holmes,22-29,418,19.8,3.7,6.1,3.6,5.7,0.1,0.4,1.4,1.9,1.7,3.7,5.4,1.0,0.5,1.0,0.9,2.6,8.9,0.606,0.63,0.273,0.747,0.643,0.615,C-F
Rondae Hollis-Jefferson,21-26,305,22.2,3.3,7.3,3.1,6.7,0.1,0.7,2.3,3.2,1.4,4.1,5.5,1.9,0.9,0.5,1.3,2.0,9.0,0.449,0.473,0.212,0.735,0.518,0.458,F
Justin Holiday,23-33,622,23.9,2.9,7.4,1.3,2.8,1.6,4.5,0.9,1.1,0.4,2.5,2.8,1.4,0.9,0.4,0.9,1.6,8.4,0.397,0.453,0.363,0.817,0.534,0.509,F
Jrue Holiday,22-32,686,33.7,7.0,15.0,5.4,10.5,1.6,4.5,2.2,2.8,1.0,3.4,4.3,6.9,1.5,0.6,2.9,2.2,17.9,0.467,0.511,0.364,0.779,0.549,0.521,G
Aaron Holiday,22-26,308,17.2,2.4,5.9,1.6,3.6,0.9,2.3,0.9,1.0,0.3,1.4,1.6,2.2,0.7,0.2,1.0,1.5,6.6,0.413,0.436,0.377,0.841,0.521,0.488,G
Jaylen Hoard,20-22,39,17.0,2.6,5.4,2.4,4.4,0.2,1.0,1.1,1.7,1.7,3.0,4.6,1.2,0.6,0.3,0.7,1.2,6.6,0.49,0.55,0.231,0.618,0.536,0.512,F
Kirk Hinrich,32-35,245,25.0,2.4,6.3,1.4,3.7,1.0,2.7,0.9,1.2,0.3,1.9,2.2,3.4,0.8,0.3,1.3,2.5,6.7,0.382,0.396,0.364,0.744,0.488,0.459,G
Solomon Hill,22-30,448,21.5,1.9,4.9,1.1,2.4,0.8,2.4,0.9,1.1,0.6,2.5,3.1,1.5,0.7,0.2,0.8,1.7,5.5,0.388,0.445,0.331,0.797,0.511,0.471,F
Jordan Hill,25-29,251,21.5,4.0,8.0,4.0,8.0,0.0,0.1,1.5,2.1,2.4,4.4,6.9,1.0,0.4,0.7,1.2,2.2,9.5,0.498,0.5,0.2,0.706,0.53,0.499,C-F
Grant Hill,40,29,15.1,1.3,3.4,1.2,3.0,0.1,0.4,0.5,0.8,0.2,1.5,1.7,0.9,0.4,0.2,0.9,1.3,3.2,0.388,0.402,0.273,0.583,0.428,0.403,F-G
George Hill,26-36,634,27.7,3.8,8.3,2.5,4.8,1.3,3.5,1.7,2.2,0.6,2.5,3.2,3.3,0.9,0.2,1.2,1.8,10.7,0.459,0.515,0.381,0.805,0.577,0.538,G
Nenê,30-36,399,21.3,3.9,7.3,3.8,7.3,0.0,0.1,2.0,3.2,1.2,3.5,4.7,1.7,0.9,0.5,1.4,2.6,9.7,0.527,0.53,0.179,0.625,0.557,0.528,F-C
Haywood Highsmith,22-26,78,15.0,1.4,3.5,0.8,1.7,0.6,1.8,0.2,0.4,0.9,1.9,2.8,0.7,0.5,0.3,0.6,1.2,3.7,0.415,0.508,0.331,0.429,0.501,0.502,F
Buddy Hield,24-30,548,29.5,5.8,13.4,2.7,5.7,3.1,7.7,1.3,1.5,0.8,3.6,4.4,2.6,0.9,0.3,1.8,2.1,16.1,0.434,0.477,0.402,0.858,0.57,0.55,G-F
J.J. Hickson,24-27,257,23.5,4.1,7.8,4.1,7.8,0.0,0.1,1.9,3.4,2.6,5.4,8.0,1.0,0.6,0.6,1.5,2.0,10.1,0.521,0.524,0.0,0.573,0.542,0.521,F-C
Isaiah Hicks,23-24,21,13.0,1.8,3.8,1.7,3.4,0.1,0.4,0.8,1.1,0.6,1.7,2.3,0.9,0.1,0.3,0.8,2.4,4.4,0.463,0.493,0.222,0.696,0.51,0.475,F
Roy Hibbert,26-30,365,25.1,3.5,7.9,3.5,7.9,0.0,0.0,2.0,2.5,2.3,4.0,6.3,1.1,0.3,1.8,1.4,3.1,9.1,0.449,0.45,0.231,0.784,0.504,0.45,C
Mario Hezonja,20-24,330,18.5,2.6,6.2,1.8,3.7,0.8,2.5,0.9,1.2,0.4,2.7,3.1,1.3,0.7,0.2,1.1,1.7,6.9,0.417,0.484,0.319,0.812,0.516,0.482,F-G
Tyler Herro,20-23,242,31.5,6.5,14.7,4.0,8.2,2.5,6.5,2.2,2.6,0.4,4.5,4.9,3.5,0.7,0.2,2.1,1.4,17.7,0.439,0.484,0.383,0.875,0.557,0.524,G
Willy Hernangómez,22-28,344,15.0,2.8,5.3,2.7,5.0,0.1,0.4,1.6,2.2,2.1,3.7,5.8,1.1,0.4,0.4,1.0,1.7,7.3,0.533,0.549,0.306,0.713,0.584,0.543,C
Juancho Hernangómez,21-27,339,15.5,1.7,4.1,1.0,1.8,0.8,2.3,0.8,1.2,0.8,2.5,3.3,0.6,0.4,0.2,0.5,1.1,5.0,0.428,0.538,0.342,0.676,0.551,0.524,F
John Henson,22-29,445,19.7,3.2,6.0,3.2,5.8,0.0,0.2,1.1,1.9,1.8,3.5,5.3,1.1,0.5,1.4,1.1,2.2,7.6,0.54,0.549,0.25,0.568,0.557,0.544,C-F
Xavier Henry,21-23,102,15.9,2.1,5.1,1.8,4.2,0.3,0.9,1.8,2.9,0.5,1.6,2.0,0.7,0.6,0.1,0.9,1.5,6.3,0.41,0.424,0.348,0.642,0.499,0.441,G
Gerald Henderson,25-29,369,27.1,4.4,10.1,3.8,8.3,0.6,1.8,2.5,3.1,0.5,2.8,3.3,2.1,0.7,0.3,1.2,1.8,11.9,0.436,0.456,0.344,0.802,0.52,0.467,G
Brendan Haywood,33-35,83,15.4,1.3,3.0,1.3,3.0,0.0,0.0,0.4,1.0,1.6,2.3,3.8,0.4,0.2,0.7,0.7,1.7,3.0,0.435,0.437,0.0,0.468,0.447,0.435,C
Gordon Hayward,22-32,646,32.8,5.9,13.1,4.4,8.9,1.5,4.1,3.7,4.4,0.8,4.1,4.9,3.9,1.1,0.4,2.1,1.8,17.1,0.454,0.494,0.367,0.828,0.568,0.512,F-G
Killian Hayes,19-21,168,26.6,3.3,8.8,2.4,5.7,0.9,3.1,1.0,1.2,0.4,2.6,3.0,5.3,1.2,0.4,2.2,2.7,8.4,0.376,0.432,0.274,0.803,0.452,0.424,G
Jaxson Hayes,19-22,241,16.8,2.8,4.5,2.7,4.1,0.1,0.4,1.7,2.4,1.4,2.6,4.0,0.7,0.4,0.7,0.7,2.0,7.5,0.622,0.657,0.288,0.719,0.67,0.636,F
Chuck Hayes,29-32,166,13.5,1.0,2.2,1.0,2.2,0.0,0.0,0.3,0.5,1.2,2.2,3.4,1.0,0.5,0.2,0.5,1.5,2.3,0.443,0.445,0.0,0.674,0.473,0.443,F-C
Spencer Hawes,24-28,346,22.6,3.5,7.8,2.7,5.6,0.8,2.2,1.1,1.4,1.2,4.4,5.6,2.0,0.4,0.9,1.4,2.4,8.8,0.446,0.476,0.367,0.775,0.526,0.497,C-F
Sam Hauser,24-25,106,13.7,1.9,4.2,0.4,0.6,1.5,3.6,0.1,0.2,0.4,1.8,2.2,0.8,0.3,0.2,0.3,1.0,5.4,0.455,0.657,0.42,0.706,0.636,0.633,F
Udonis Haslem,32-42,285,13.3,1.4,3.0,1.3,2.7,0.0,0.2,0.5,0.7,0.9,2.8,3.6,0.5,0.3,0.2,0.5,1.6,3.2,0.461,0.484,0.155,0.678,0.496,0.467,F-C
Isaiah Hartenstein,20-24,247,15.7,2.3,3.9,2.2,3.6,0.1,0.3,0.9,1.3,1.8,3.0,4.8,1.4,0.6,0.8,0.9,2.4,5.5,0.578,0.604,0.31,0.68,0.614,0.592,F
Josh Hart,22-27,372,28.3,3.5,7.5,2.2,3.8,1.3,3.8,1.5,2.1,1.1,5.1,6.2,2.4,1.0,0.3,1.2,2.3,9.8,0.465,0.578,0.35,0.741,0.583,0.552,G
Shaquille Harrison,24-29,180,15.4,2.0,4.6,1.7,3.6,0.3,1.0,1.0,1.4,0.4,2.1,2.5,1.7,1.0,0.4,0.7,1.5,5.3,0.435,0.478,0.281,0.718,0.506,0.466,G
Andrew Harrison,22-24,145,20.6,2.2,5.8,1.5,3.6,0.7,2.2,2.0,2.6,0.4,1.6,2.0,2.8,0.7,0.3,1.2,2.5,7.0,0.373,0.422,0.294,0.779,0.503,0.429,G
Tobias Harris,20-30,785,32.6,6.4,13.5,5.0,9.6,1.4,3.9,2.5,3.0,1.0,5.3,6.3,2.4,0.8,0.5,1.4,2.1,16.8,0.478,0.521,0.37,0.831,0.568,0.531,F
Kevon Harris,25,34,13.4,1.4,3.1,0.9,1.9,0.5,1.3,0.9,1.2,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,0.439,0.484,0.372,0.756,0.564,0.514,G
Joe Harris,23-31,488,24.9,3.8,8.0,1.8,3.3,2.1,4.8,0.8,1.0,0.5,2.6,3.1,1.6,0.5,0.2,1.1,2.0,10.5,0.48,0.543,0.437,0.772,0.624,0.61,G
Gary Harris,20-28,516,28.4,4.2,9.5,2.7,5.3,1.5,4.2,1.4,1.8,0.6,1.9,2.4,2.0,1.1,0.2,1.1,1.8,11.5,0.448,0.51,0.37,0.815,0.56,0.53,G
Devin Harris,29-35,442,19.7,2.6,6.2,1.5,3.1,1.0,3.1,1.8,2.3,0.2,1.7,1.9,2.6,0.8,0.2,1.1,1.9,7.9,0.413,0.491,0.334,0.785,0.551,0.496,G
Al Harrington,32-33,44,14.3,2.3,6.0,1.4,3.0,1.0,3.0,0.7,0.9,0.5,2.0,2.4,0.9,0.4,0.0,0.9,2.0,6.3,0.386,0.448,0.323,0.769,0.491,0.466,F
Montrezl Harrell,22-29,515,20.5,4.9,7.9,4.8,7.7,0.0,0.2,2.3,3.5,1.8,3.2,5.0,1.3,0.5,0.8,1.1,2.1,12.1,0.619,0.629,0.108,0.664,0.642,0.62,F-C
Maurice Harkless,19-28,621,22.6,2.7,5.7,2.1,3.8,0.6,1.9,0.8,1.3,1.1,2.5,3.5,0.9,0.9,0.6,0.8,2.0,6.9,0.474,0.551,0.32,0.624,0.544,0.528,F-G
Jaden Hardy,20,48,14.8,3.0,6.9,1.7,3.7,1.3,3.3,1.4,1.6,0.2,1.6,1.9,1.4,0.4,0.1,1.0,1.3,8.8,0.438,0.469,0.404,0.823,0.571,0.533,G
James Harden,23-33,780,37.0,8.3,18.7,5.2,10.1,3.1,8.6,8.4,9.7,0.9,5.4,6.3,8.3,1.6,0.6,4.3,2.6,28.1,0.442,0.51,0.362,0.863,0.61,0.525,G
Tim Hardaway Jr.,21-30,657,27.4,4.9,11.6,2.6,5.4,2.2,6.2,2.0,2.5,0.3,2.6,2.9,1.9,0.6,0.1,1.0,1.7,14.0,0.42,0.487,0.361,0.808,0.551,0.516,G
Tyler Hansbrough,27-30,263,14.2,1.5,3.2,1.5,3.1,0.0,0.1,1.8,2.6,1.6,2.2,3.9,0.3,0.4,0.2,0.6,1.8,4.8,0.461,0.466,0.2,0.692,0.549,0.463,F
R.J. Hampton,19-21,162,18.8,2.5,6.2,1.7,3.8,0.8,2.4,1.2,1.7,0.4,2.4,2.8,1.8,0.6,0.2,1.1,1.3,7.1,0.41,0.452,0.342,0.68,0.508,0.476,G
Richard Hamilton,34,50,21.8,4.1,9.5,3.8,8.5,0.3,1.0,1.3,1.5,0.3,1.3,1.7,2.4,0.5,0.1,1.7,1.9,9.8,0.429,0.444,0.308,0.857,0.481,0.446,G-F
Justin Hamilton,23-26,113,17.4,2.4,5.1,1.8,3.2,0.6,1.9,0.7,0.9,1.2,2.4,3.6,0.8,0.5,0.6,0.6,1.5,6.1,0.464,0.56,0.309,0.798,0.552,0.523,C
Jordan Hamilton,22-25,125,14.7,2.4,5.8,1.4,3.1,1.0,2.7,0.5,0.8,0.6,2.3,2.9,0.9,0.6,0.2,0.7,1.0,6.2,0.404,0.445,0.356,0.684,0.503,0.486,G-F
Josh Hall,20,21,16.0,1.4,4.7,1.2,3.0,0.2,1.8,1.0,2.1,0.3,2.5,2.8,1.3,0.2,0.0,1.2,1.8,4.1,0.303,0.419,0.108,0.5,0.363,0.323,F
Donta Hall,22-23,22,14.2,1.8,2.6,1.8,2.6,0.0,0.0,1.5,2.4,1.7,2.8,4.5,0.7,0.4,0.7,0.6,1.9,5.1,0.702,0.702,0.0,0.615,0.701,0.702,F
Tyrese Haliburton,20-22,191,33.1,5.9,12.4,3.6,6.7,2.3,5.7,2.0,2.3,0.7,2.9,3.6,8.0,1.6,0.5,2.3,1.4,16.2,0.479,0.539,0.408,0.857,0.603,0.572,G
P.J. Hairston,22-23,111,18.0,2.1,6.1,1.0,2.5,1.1,3.6,0.7,0.9,0.4,2.0,2.4,0.5,0.5,0.2,0.6,1.8,6.0,0.343,0.414,0.295,0.81,0.46,0.431,G-F
Rui Hachimura,21-24,210,26.9,4.9,10.3,4.1,7.9,0.8,2.4,1.8,2.3,1.0,4.0,5.0,1.3,0.6,0.2,1.0,1.7,12.5,0.48,0.52,0.347,0.77,0.552,0.52,F
Quentin Grimes,21-22,117,24.8,3.2,7.2,1.3,2.1,2.0,5.1,0.8,1.0,0.6,2.1,2.8,1.7,0.7,0.3,0.8,2.1,9.2,0.45,0.614,0.384,0.778,0.604,0.587,G
Blake Griffin,23-33,617,30.6,6.7,13.9,5.9,11.3,0.9,2.6,4.0,5.4,1.6,5.5,7.1,4.1,0.8,0.4,2.2,2.6,18.3,0.485,0.52,0.331,0.732,0.562,0.515,F-C
AJ Griffin,19,72,19.5,3.4,7.4,2.0,3.8,1.4,3.6,0.6,0.7,0.5,1.6,2.1,1.0,0.6,0.2,0.6,1.2,8.9,0.465,0.536,0.39,0.894,0.577,0.56,F
Willie Green,31-33,179,16.8,2.2,5.4,1.4,3.1,0.9,2.3,0.4,0.6,0.2,1.2,1.4,1.0,0.4,0.2,0.6,1.5,5.7,0.413,0.44,0.377,0.79,0.511,0.493,G
Josh Green,20-22,166,18.2,2.3,4.4,1.7,2.8,0.6,1.6,0.7,1.0,0.8,1.7,2.5,1.3,0.6,0.1,0.8,1.8,5.8,0.516,0.603,0.368,0.691,0.602,0.584,G-F
Jeff Green,26-36,792,26.5,4.2,9.3,3.1,6.2,1.1,3.1,2.4,2.9,0.7,3.0,3.7,1.5,0.6,0.5,1.2,1.9,11.8,0.452,0.51,0.338,0.817,0.559,0.508,F
Javonte Green,26-29,186,15.8,1.9,3.6,1.5,2.5,0.4,1.1,0.9,1.2,0.9,1.9,2.8,0.7,0.8,0.4,0.5,1.5,5.1,0.534,0.617,0.342,0.753,0.62,0.585,F
JaMychal Green,24-32,544,20.1,2.9,6.1,2.1,3.9,0.8,2.2,1.1,1.5,1.6,3.9,5.5,0.9,0.5,0.4,1.0,2.6,7.7,0.477,0.537,0.368,0.784,0.575,0.542,F
Jalen Green,19-20,143,33.1,6.8,16.2,4.4,9.1,2.4,7.1,3.9,4.9,0.5,3.0,3.6,3.2,0.7,0.3,2.3,1.6,19.9,0.42,0.483,0.34,0.79,0.542,0.495,G
Gerald Green,27-33,446,21.0,3.7,9.0,1.9,4.1,1.8,4.9,1.3,1.5,0.4,2.2,2.6,0.9,0.5,0.3,1.0,1.8,10.4,0.411,0.473,0.359,0.827,0.539,0.509,G-F
Draymond Green,22-32,758,28.8,3.2,7.1,2.4,4.6,0.8,2.6,1.5,2.1,1.1,5.9,7.0,5.6,1.4,1.0,2.3,2.8,8.7,0.449,0.523,0.314,0.712,0.539,0.505,F
Danny Green,25-35,736,26.0,3.1,7.5,1.1,2.5,2.0,5.0,0.6,0.8,0.6,2.9,3.5,1.6,1.1,0.8,1.0,1.8,8.9,0.419,0.461,0.398,0.809,0.568,0.552,G-F
Jerian Grant,23-27,279,17.9,2.1,5.2,1.5,3.2,0.6,1.9,1.2,1.5,0.3,1.6,1.9,2.9,0.7,0.1,1.0,1.5,6.1,0.411,0.464,0.323,0.77,0.518,0.472,G
Jerami Grant,20-28,618,27.0,4.2,9.3,3.1,6.0,1.2,3.3,2.7,3.7,0.9,3.1,4.0,1.5,0.6,1.1,1.2,2.3,12.3,0.456,0.509,0.358,0.737,0.566,0.519,F
Danny Granger,29-31,76,20.2,2.5,6.6,1.5,3.7,1.0,2.9,1.3,1.5,0.7,2.2,2.9,0.8,0.4,0.3,1.0,1.8,7.3,0.379,0.411,0.338,0.857,0.5,0.453,F
Treveon Graham,23-26,180,16.0,1.5,3.9,0.8,1.9,0.7,2.0,0.6,0.8,0.7,1.6,2.2,0.8,0.4,0.1,0.4,1.7,4.2,0.383,0.437,0.333,0.691,0.497,0.47,G
Devonte' Graham,23-27,313,25.7,3.7,9.9,1.3,3.2,2.4,6.7,1.8,2.3,0.4,1.9,2.3,4.5,0.8,0.2,1.4,1.3,11.6,0.372,0.405,0.356,0.812,0.531,0.492,G
Marcin Gortat,28-34,510,28.7,4.7,8.6,4.7,8.5,0.0,0.0,1.5,2.2,2.4,6.4,8.8,1.5,0.5,1.1,1.4,2.3,10.9,0.55,0.551,0.1,0.683,0.573,0.55,C-F
Eric Gordon,24-34,613,30.8,5.2,12.4,2.8,5.8,2.5,6.7,2.4,2.9,0.3,2.0,2.3,2.7,0.7,0.3,1.8,1.8,15.3,0.421,0.479,0.371,0.813,0.558,0.52,G-F
Ben Gordon,29-31,150,17.5,3.2,7.8,2.1,5.0,1.0,2.8,1.2,1.4,0.2,1.3,1.5,1.4,0.4,0.1,1.4,1.4,8.6,0.409,0.43,0.373,0.837,0.512,0.476,G
Aaron Gordon,19-27,596,29.1,5.1,10.8,4.0,7.4,1.1,3.3,2.1,3.1,1.7,4.6,6.3,2.5,0.7,0.6,1.5,2.0,13.4,0.472,0.539,0.325,0.686,0.552,0.523,F
Jordan Goodwin,23-24,64,17.4,2.5,5.6,1.9,3.7,0.6,1.9,0.8,1.1,0.9,2.3,3.2,2.6,0.9,0.4,0.9,1.5,6.4,0.444,0.506,0.319,0.768,0.527,0.497,G
Brandon Goodwin,23-26,133,12.1,1.7,4.4,1.1,2.5,0.6,1.9,0.7,0.9,0.3,1.3,1.6,1.9,0.4,0.0,0.8,1.0,4.7,0.39,0.445,0.315,0.73,0.488,0.457,G
Archie Goodwin,19-22,165,14.5,2.2,5.2,2.0,4.0,0.3,1.2,1.6,2.3,0.5,1.5,2.0,1.2,0.4,0.2,1.2,1.2,6.3,0.429,0.484,0.236,0.7,0.51,0.455,G
Drew Gooden,31-34,119,14.4,2.0,4.9,1.7,3.9,0.3,1.0,0.7,0.8,1.3,2.5,3.8,0.7,0.4,0.3,0.6,1.7,5.0,0.41,0.436,0.311,0.772,0.473,0.443,F
Rudy Gobert,21-30,681,30.0,4.6,7.1,4.6,7.1,0.0,0.0,3.3,5.1,3.3,8.3,11.6,1.3,0.7,2.1,1.7,2.6,12.5,0.654,0.656,0.0,0.639,0.671,0.654,C
Manu Ginóbili,35-40,390,21.2,3.4,7.9,2.2,4.5,1.2,3.5,1.9,2.4,0.4,2.3,2.7,3.5,1.0,0.2,1.9,1.9,10.1,0.434,0.492,0.36,0.8,0.56,0.513,G
Freddie Gillespie,23-24,29,17.6,1.8,3.7,1.8,3.6,0.0,0.0,0.9,1.4,1.9,2.7,4.6,0.5,0.6,1.0,0.6,2.1,4.6,0.5,0.505,0.0,0.65,0.534,0.5,F
Shai Gilgeous-Alexander,20-24,311,32.6,7.4,15.2,6.2,11.9,1.1,3.3,5.2,6.2,0.7,3.9,4.6,4.5,1.2,0.7,2.3,2.2,21.1,0.484,0.521,0.347,0.845,0.588,0.521,G
Harry Giles,20-22,142,12.9,2.5,4.9,2.5,4.7,0.1,0.2,0.8,1.2,1.0,2.8,3.8,1.2,0.4,0.4,1.0,2.3,5.9,0.511,0.523,0.258,0.671,0.541,0.517,F-C
Josh Giddey,19-20,130,31.3,6.3,13.8,5.3,10.3,1.0,3.4,1.2,1.7,1.9,6.0,7.8,6.3,0.8,0.4,2.9,1.8,14.9,0.459,0.513,0.295,0.723,0.513,0.496,G
Taj Gibson,27-37,720,23.9,3.7,7.0,3.6,6.8,0.1,0.3,1.5,2.0,2.1,3.6,5.8,1.0,0.6,0.9,1.1,2.4,9.0,0.528,0.538,0.273,0.733,0.567,0.533,F-C
Jonathan Gibson,29-30,21,12.9,2.3,5.6,1.3,2.9,1.0,2.7,1.0,1.4,0.0,1.1,1.2,1.4,0.4,0.0,1.1,1.2,6.7,0.415,0.459,0.368,0.724,0.535,0.504,G
Daniel Gibson,26,46,20.0,1.8,5.4,0.6,1.8,1.2,3.5,0.6,0.8,0.1,1.2,1.3,1.8,0.7,0.1,0.7,1.9,5.4,0.34,0.333,0.344,0.703,0.475,0.453,G
Paul George,22-32,666,35.2,7.7,17.6,4.9,10.2,2.8,7.4,4.5,5.2,0.9,5.8,6.7,4.1,1.8,0.4,3.0,2.7,22.7,0.437,0.475,0.384,0.855,0.569,0.517,F
Mickaël Gelabale,29,36,17.9,2.0,3.9,1.6,2.4,0.4,1.4,0.6,0.7,0.9,1.9,2.8,0.7,0.4,0.1,0.4,1.3,5.0,0.518,0.644,0.308,0.875,0.605,0.576,F
