Rk,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
460,Onyeka Okongwu,12.5,20.0,6.1,1.5,5.1,13.0,14.7,2020-21,2022-23,20-22,178,28,6.0,9.1,5.9,9.0,0.0,0.2,2.8,3.8,4.1,6.6,10.7,1.6,1.2,2.1,1.6,5.2,14.8,.653,.660,.250,.741,.684,.655,F,ATL,okongon01
461,Josh Okogie,5.4,11.0,8.1,2.2,1.8,12.3,14.9,2018-19,2022-23,20-24,316,149,3.8,9.5,2.6,5.4,1.2,4.1,3.0,4.0,1.9,3.6,5.4,2.2,1.7,0.8,1.6,3.4,11.8,.400,.483,.291,.749,.523,.463,G,MINPHO,okogijo01
462,Elie Okobo,1.8,10.7,19.8,1.6,0.6,17.0,16.1,2018-19,2019-20,21-22,108,19,4.0,10.1,2.6,5.8,1.4,4.4,1.9,2.5,0.6,3.4,4.0,5.2,1.2,0.2,2.3,3.5,11.2,.395,.455,.315,.737,.500,.463,G,PHO,okoboel01
463,Chuma Okeke,3.6,16.1,11.0,2.3,2.0,9.4,15.1,2020-21,2022-23,22-24,142,47,4.2,10.8,2.1,4.5,2.0,6.3,1.1,1.3,1.2,5.4,6.6,2.7,1.7,0.8,1.2,1.9,11.5,.386,.475,.323,.802,.503,.480,F,ORL,okekech01
464,Jahlil Okafor,8.3,17.8,8.1,0.7,3.2,13.3,23.2,2015-16,2020-21,20-25,247,116,8.1,15.0,8.1,14.8,0.0,0.2,2.8,4.1,2.8,5.9,8.7,1.7,0.5,1.5,2.6,3.8,19.1,.542,.546,.222,.676,.568,.543,C-F,BRKDETNOPPHI,okafoja01
465,Emeka Okafor,11.3,26.1,7.2,1.1,3.4,12.1,18.8,2012-13,2017-18,30-35,105,96,5.6,11.7,5.6,11.7,0.0,0.0,1.9,3.2,3.7,8.5,12.2,1.5,0.8,1.5,1.8,2.6,13.2,.481,.481,,.596,.502,.481,C-F,NOPWAS,okafoem01
466,Semi Ojeleye,3.9,12.3,4.0,0.9,0.4,9.0,10.9,2017-18,2021-22,23-27,284,24,2.9,7.5,1.2,2.7,1.7,4.8,1.1,1.5,1.3,4.1,5.4,1.1,0.7,0.2,0.8,2.6,8.5,.384,.454,.344,.717,.520,.494,F,BOSLACMIL,ojelese01
467,Tim Ohlbrecht,0.0,9.3,11.8,4.2,0.0,53.8,27.1,2012-13,2012-13,24,3,0,3.0,9.0,3.0,9.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,12.0,3.0,9.0,.333,.333,,1.000,.436,.333,C,HOU,ohlbrti01
468,Lamar Odom,8.8,26.3,12.4,2.2,3.0,18.3,13.3,2012-13,2012-13,33,82,2,3.3,8.2,2.9,6.1,0.4,2.0,0.4,0.9,2.6,8.1,10.7,3.2,1.5,1.3,1.9,4.8,7.4,.399,.464,.200,.476,.429,.423,F,LAC,odomla01
469,Greg Oden,14.2,17.7,0.7,1.7,5.3,16.9,16.0,2013-14,2013-14,26,23,6,4.6,8.3,4.6,8.3,0.0,0.0,2.2,3.9,3.9,5.3,9.2,0.2,1.2,2.2,2.0,8.8,11.4,.551,.551,,.565,.567,.551,C,MIA,odengr01
470,Daniel Ochefu,7.6,25.4,5.8,1.3,0.0,9.7,18.0,2016-17,2016-17,23,19,0,5.8,13.0,5.8,13.0,0.0,0.0,0.0,1.0,2.4,8.2,10.6,1.4,1.0,0.0,1.4,8.2,11.5,.444,.444,,.000,.430,.444,C,WAS,ochefda01
471,Kyle O'Quinn,10.3,25.4,14.8,1.4,5.5,16.5,18.4,2012-13,2019-20,22-29,472,65,5.8,11.3,5.7,10.5,0.2,0.8,2.0,2.7,3.4,8.2,11.6,3.4,1.0,2.4,2.5,5.1,13.8,.517,.539,.218,.740,.554,.524,F-C,INDNYKORLPHI,oquinky01
472,Royce O'Neale,2.7,16.7,11.7,1.5,1.3,15.2,11.1,2017-18,2022-23,24-29,446,283,3.2,7.3,1.4,2.7,1.8,4.7,0.8,1.0,0.8,5.6,6.5,3.2,1.1,0.6,1.4,3.3,8.9,.433,.518,.384,.782,.574,.554,F,BRKUTA,onealro01
473,Jermaine O'Neal,9.7,21.6,5.6,0.9,4.6,14.7,19.7,2012-13,2013-14,34-35,99,17,5.7,11.7,5.7,11.7,0.0,0.0,3.7,4.7,3.1,6.9,10.1,1.3,0.6,2.2,2.4,4.3,15.1,.491,.491,,.789,.552,.491,C-F,GSWPHO,onealje01
474,Johnny O'Bryant,8.7,14.9,6.2,1.0,1.0,11.8,17.2,2014-15,2017-18,21-24,147,19,4.6,11.3,4.2,10.3,0.4,1.1,1.4,2.1,2.8,4.8,7.5,1.5,0.7,0.4,1.6,4.3,10.9,.402,.406,.360,.663,.444,.419,F-C,CHODENMIL,obryajo01
475,J.J. O'Brien,0.0,19.4,0.0,8.8,0.0,0.0,7.7,2015-16,2015-16,23,2,0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,.000,.000,,,.000,.000,F,UTA,obriejj01
476,Jordan Nwora,4.0,16.3,8.2,1.2,1.3,11.7,20.1,2020-21,2022-23,22-24,154,29,6.0,14.2,3.4,7.4,2.6,6.8,1.7,2.1,1.3,5.6,6.9,2.1,0.9,0.5,2.0,2.4,16.3,.424,.459,.386,.799,.541,.517,F,INDMIL,nworajo01
477,David Nwaba,5.4,15.4,7.9,1.9,2.0,10.1,15.1,2016-17,2021-22,24-29,237,50,4.7,9.7,4.1,7.5,0.7,2.1,2.6,3.8,1.9,4.9,6.8,1.9,1.4,0.8,1.3,3.5,12.7,.490,.538,.320,.673,.561,.525,G,BRKCHICLEHOULAL,nwabada01
478,Jusuf Nurkić,11.3,27.7,14.9,1.8,3.9,15.9,24.0,2014-15,2022-23,20-28,463,382,7.2,14.4,7.0,13.6,0.2,0.8,3.6,5.4,3.7,9.1,12.8,3.4,1.3,1.7,3.2,4.7,18.3,.502,.515,.292,.671,.546,.510,C,DENPOR,nurkiju01
479,James Nunnally,1.1,10.6,8.0,1.1,0.5,9.1,15.0,2013-14,2020-21,23-30,37,0,3.7,10.6,1.4,3.5,2.3,7.1,1.3,1.7,0.3,3.4,3.8,2.1,0.8,0.2,1.1,2.5,10.9,.344,.387,.323,.733,.477,.452,F,ATLHOUMINNOPPHI,nunnaja01
480,Kendrick Nunn,1.4,9.8,16.0,1.5,0.8,11.0,22.8,2019-20,2022-23,24-27,193,113,7.2,15.9,4.5,8.6,2.7,7.3,1.4,1.6,0.4,3.2,3.7,3.6,1.1,0.3,2.0,2.6,18.4,.451,.527,.362,.876,.553,.534,G,LALMIAWAS,nunnke01
481,Frank Ntilikina,1.9,9.4,17.8,1.9,1.1,16.6,16.0,2017-18,2022-23,19-24,316,65,3.8,10.3,2.5,6.1,1.4,4.2,1.2,1.6,0.6,3.1,3.7,4.6,1.4,0.4,2.2,4.0,10.2,.371,.404,.323,.760,.463,.437,G,DALNYK,ntilila01
482,Dirk Nowitzki,1.9,21.9,11.3,1.1,1.7,6.7,24.6,2012-13,2018-19,34-40,467,430,7.6,16.5,5.6,11.4,1.9,5.1,3.4,3.9,0.6,7.0,7.6,2.4,0.8,0.7,1.3,2.5,20.5,.457,.491,.382,.883,.562,.516,F,DAL,nowitdi01
483,Jaylen Nowell,2.8,11.3,16.5,1.4,0.8,7.9,22.5,2019-20,2022-23,20-23,184,3,7.3,16.4,5.2,9.8,2.1,6.5,2.4,3.0,0.9,3.7,4.6,3.9,1.1,0.3,1.5,2.9,19.1,.447,.529,.322,.798,.541,.511,G,MIN,nowelja01
484,Steve Novak,1.3,10.4,3.7,0.9,0.5,3.3,13.2,2012-13,2016-17,29-33,188,2,4.0,9.7,0.6,1.7,3.4,8.0,0.5,0.6,0.4,3.1,3.5,0.9,0.6,0.2,0.3,2.5,11.9,.411,.365,.421,.881,.596,.584,F,MILNYKOKCTORUTA,novakst01
485,Zach Norvell,0.0,16.3,10.2,2.3,0.0,19.4,16.1,2019-20,2019-20,22,5,0,2.6,10.5,0.0,3.5,2.6,7.0,0.9,0.9,0.0,5.3,5.3,2.6,1.8,0.0,2.6,3.5,8.8,.250,.000,.375,1.000,.402,.375,G,GSWLAL,norveza01
486,Lucas Nogueira,7.8,17.1,5.8,2.6,6.9,18.2,10.5,2014-15,2017-18,22-25,141,10,3.7,5.9,3.6,5.2,0.2,0.7,1.5,2.3,2.5,5.5,8.0,1.5,1.8,3.0,1.5,4.5,9.2,.632,.681,.265,.640,.659,.648,C,TOR,noguelu01
487,Nerlens Noel,9.3,21.0,7.8,2.8,5.7,16.9,14.9,2014-15,2022-23,20-28,467,223,4.8,8.8,4.8,8.8,0.0,0.1,2.0,3.1,3.1,6.8,9.9,1.8,2.1,2.4,2.1,4.2,11.7,.546,.548,.200,.655,.573,.547,C-F,BRKDALDETNYKOKCPHI,noelne01
488,Joakim Noah,12.4,24.2,21.6,1.6,3.5,18.8,16.4,2012-13,2019-20,27-34,342,260,4.2,9.0,4.2,8.9,0.0,0.0,2.5,3.7,4.0,7.9,11.9,4.9,1.1,1.6,2.5,3.5,10.9,.471,.474,.000,.679,.517,.471,C,CHILACMEMNYK,noahjo01
489,Zeke Nnaji,8.6,13.0,3.3,1.1,2.0,10.0,14.6,2020-21,2022-23,20-22,136,7,5.1,9.6,3.5,5.6,1.5,4.0,1.8,2.8,2.7,4.2,6.9,0.9,0.8,0.8,1.2,4.2,13.5,.527,.631,.382,.655,.623,.607,F,DEN,nnajize01
490,Daishen Nix,2.3,10.0,19.7,1.9,0.6,25.2,15.8,2021-22,2022-23,19-20,81,7,3.3,9.3,1.9,4.2,1.4,5.1,1.2,2.0,0.8,3.2,4.0,5.3,1.4,0.2,3.4,2.5,9.3,.355,.442,.283,.606,.455,.433,G,HOU,nixda01
491,Andrew Nicholson,5.2,18.5,5.1,0.9,1.9,11.5,20.3,2012-13,2016-17,23-27,285,36,6.2,13.4,5.5,11.0,0.8,2.4,1.7,2.3,1.7,5.9,7.6,1.1,0.7,0.8,1.9,4.0,15.0,.467,.498,.321,.773,.522,.495,F,BRKORLWAS,nichoan01
492,Georges Niang,2.0,12.8,8.0,1.0,0.7,9.7,17.2,2016-17,2022-23,23-29,383,19,5.3,12.2,1.9,3.7,3.4,8.5,0.9,1.1,0.6,4.2,4.9,2.0,0.7,0.3,1.4,3.6,15.0,.438,.519,.403,.872,.594,.579,F,INDPHIUTA,niangge01
493,Malik Newman,0.0,9.0,18.5,0.0,0.0,18.6,39.2,2019-20,2021-22,22-24,2,0,9.0,21.0,9.0,15.0,0.0,6.0,12.0,12.0,0.0,3.0,3.0,3.0,0.0,0.0,6.0,0.0,30.0,.429,.600,.000,1.000,.571,.429,G,CLE,newmama01
494,Raul Neto,1.6,9.2,19.7,2.0,0.4,15.2,17.1,2015-16,2022-23,23-30,435,99,5.0,10.9,3.6,7.1,1.4,3.8,1.8,2.2,0.5,3.0,3.5,4.9,1.5,0.2,2.1,3.0,13.1,.458,.510,.361,.812,.555,.521,G,CLEPHIUTAWAS,netora01
495,Aaron Nesmith,3.8,14.0,6.4,1.4,1.4,11.1,16.2,2020-21,2022-23,21-23,171,64,4.7,11.2,2.5,4.9,2.2,6.3,1.9,2.3,1.2,4.6,5.8,1.7,1.1,0.6,1.5,4.6,13.6,.423,.523,.346,.827,.556,.521,G-F,BOSIND,nesmiaa01
496,RJ Nembhard Jr.,5.4,6.9,26.1,0.8,0.0,13.2,16.0,2021-22,2021-22,22,14,0,3.4,10.3,3.4,9.1,0.0,1.1,1.7,2.3,1.7,2.3,4.0,6.9,0.6,0.0,1.7,1.1,8.6,.333,.375,.000,.750,.380,.333,G,CLE,nembhrj01
497,Andrew Nembhard,1.9,8.8,22.4,1.6,0.5,15.8,16.1,2022-23,2022-23,23,75,63,4.9,11.2,3.3,6.6,1.6,4.6,0.9,1.1,0.6,2.8,3.5,5.9,1.2,0.2,2.2,3.1,12.3,.441,.504,.350,.790,.528,.512,G,IND,nembhan01
498,Jameer Nelson,1.7,9.8,29.6,1.4,0.3,17.1,18.5,2012-13,2017-18,30-35,351,207,4.8,11.9,2.8,6.1,2.0,5.8,1.1,1.4,0.5,3.2,3.7,7.1,1.0,0.1,2.6,3.1,12.7,.402,.454,.347,.815,.507,.486,G,BOSDALDENDETNOPORL,nelsoja01
499,Nemanja Nedović,2.3,9.1,12.1,0.0,0.5,23.4,17.2,2013-14,2013-14,22,24,0,2.0,9.9,1.3,5.3,0.8,4.6,1.8,2.0,0.8,3.0,3.8,3.3,0.0,0.3,3.3,3.3,6.6,.205,.238,.167,.875,.306,.244,G,GSW,nedovne01
500,Gary Neal,1.2,9.8,12.9,1.0,0.1,9.9,22.5,2012-13,2016-17,28-32,216,23,6.1,14.8,4.1,9.4,1.9,5.4,2.5,2.9,0.4,3.1,3.5,2.8,0.7,0.0,1.8,2.4,16.6,.409,.439,.356,.874,.515,.474,G,ATLCHACHOMILMINSASWAS,nealga01
501,Maurice Ndour,7.1,13.7,3.5,2.3,2.0,11.0,14.3,2016-17,2016-17,24,32,4,4.2,9.4,4.1,8.6,0.1,0.8,2.1,2.8,2.4,4.6,7.0,0.9,1.6,0.9,1.3,3.3,10.7,.453,.481,.143,.731,.503,.459,F,NYK,ndourma01
502,Steve Nash,1.7,7.8,34.0,1.0,0.3,19.9,18.0,2012-13,2013-14,38-39,65,60,5.0,10.6,3.8,7.7,1.2,2.9,2.4,2.6,0.6,2.6,3.2,7.8,0.7,0.1,2.9,1.6,13.7,.478,.499,.422,.921,.585,.535,G,LAL,nashst01
503,Shabazz Napier,1.9,10.2,21.0,2.3,0.7,16.5,19.8,2014-15,2019-20,23-28,345,56,4.9,12.2,2.8,6.2,2.1,6.0,2.8,3.5,0.6,3.3,4.0,5.1,1.7,0.3,2.7,2.4,14.6,.397,.448,.345,.815,.532,.482,G,BRKMIAMINORLPORWAS,napiesh01
504,Larry Nance Jr.,8.8,21.1,11.7,2.4,1.9,12.4,14.0,2015-16,2022-23,23-30,461,135,5.0,9.3,4.4,7.5,0.6,1.8,1.5,2.2,2.9,6.7,9.7,2.9,1.8,0.8,1.4,3.4,12.0,.537,.586,.333,.689,.589,.569,F-C,CLELALNOPPOR,nancela02
505,Abdel Nader,2.2,13.5,6.0,1.4,1.8,13.4,16.7,2017-18,2021-22,24-28,202,8,4.6,10.8,2.9,6.0,1.7,4.9,1.9,2.6,0.7,4.5,5.2,1.5,1.1,0.8,1.9,3.4,12.9,.428,.486,.357,.718,.538,.508,F,BOSOKCPHO,naderab01
506,Hamady N'Diaye,7.5,20.1,5.6,0.0,4.4,24.1,7.4,2013-14,2013-14,27,14,0,1.5,4.4,1.5,4.4,0.0,0.0,0.0,0.5,2.4,6.3,8.8,1.5,0.0,1.9,1.5,7.3,2.9,.333,.333,,.000,.318,.333,C,SAC,ndiayha01
507,Svi Mykhailiuk,2.1,9.5,12.2,1.7,0.5,12.7,18.1,2018-19,2022-23,21-25,252,54,5.0,12.5,2.2,4.6,2.8,7.9,1.4,1.8,0.7,3.1,3.8,3.0,1.3,0.2,1.9,2.2,14.3,.403,.477,.360,.764,.539,.517,G-F,CHODETLALNYKOKCTOR,mykhasv01
508,Mike Muscala,5.6,16.7,8.3,1.1,2.6,9.8,16.2,2013-14,2022-23,22-31,495,39,5.1,11.2,2.8,5.1,2.3,6.1,1.8,2.1,1.8,5.6,7.4,2.0,0.8,1.1,1.3,3.4,14.4,.457,.549,.379,.838,.590,.560,F-C,ATLBOSLALOKCPHI,muscami01
509,Džanan Musa,4.4,13.3,12.3,1.5,0.2,15.3,20.8,2018-19,2019-20,19-20,49,0,5.0,13.3,3.6,7.3,1.4,6.0,3.1,4.2,1.5,4.7,6.2,3.1,1.2,0.1,2.7,2.1,14.4,.376,.500,.227,.726,.477,.428,G-F,BRK,musadz01
510,Toure' Murry,4.1,9.6,20.9,2.7,0.2,20.0,22.6,2013-14,2014-15,24-25,56,0,5.3,12.3,4.9,11.2,0.5,1.1,2.3,3.8,1.3,2.9,4.1,4.6,1.8,0.1,3.5,4.4,13.4,.433,.434,.417,.610,.480,.451,G-F,NYKUTAWAS,murryto01
511,Keegan Murray,4.3,13.4,5.5,1.2,1.5,6.8,15.8,2022-23,2022-23,22,80,78,5.4,11.8,2.2,4.2,3.1,7.6,0.9,1.2,1.3,4.3,5.6,1.5,0.9,0.6,0.9,2.4,14.8,.453,.527,.411,.765,.597,.584,F,SAC,murrake02
512,Jamal Murray,2.9,10.6,20.6,1.5,0.9,11.7,24.2,2016-17,2022-23,19-25,410,336,7.3,16.4,4.9,9.9,2.4,6.5,2.9,3.3,0.9,3.4,4.4,5.0,1.1,0.4,2.4,2.2,20.0,.447,.496,.373,.870,.560,.522,G,DEN,murraja01
513,Dejounte Murray,3.7,19.2,27.2,2.5,0.8,12.5,23.7,2016-17,2022-23,20-26,394,323,7.4,16.1,6.2,12.7,1.2,3.4,2.2,2.8,1.2,6.4,7.6,6.5,1.9,0.3,2.5,2.3,18.1,.458,.491,.335,.784,.522,.493,G,ATLSAS,murrade01
514,Troy Murphy,3.1,17.9,3.8,2.0,1.8,9.6,13.0,2012-13,2012-13,32,14,1,3.1,8.6,1.5,3.7,1.5,4.9,1.4,1.5,1.0,5.9,6.9,1.0,1.4,0.8,1.0,4.1,9.1,.361,.423,.314,.909,.494,.451,F-C,DAL,murphtr01
515,Trey Murphy III,3.6,11.0,6.4,1.6,1.4,6.1,16.3,2021-22,2022-23,21-22,141,66,5.4,11.7,2.4,4.3,3.0,7.4,2.4,2.6,1.2,3.5,4.7,1.6,1.2,0.5,0.8,2.3,16.1,.461,.566,.400,.900,.626,.587,F,NOP,murphtr02
516,Kevin Murphy,0.0,9.1,6.1,1.0,0.0,9.7,27.1,2012-13,2012-13,22,17,0,4.8,19.4,4.2,15.9,0.7,3.5,0.0,0.0,0.0,2.8,2.8,1.4,0.7,0.0,2.1,2.8,10.4,.250,.261,.200,,.268,.268,G,UTA,murphke01
517,Erik Murphy,3.7,10.8,4.9,0.0,5.0,13.3,11.2,2013-14,2013-14,23,24,0,1.7,7.5,1.7,5.8,0.0,1.7,0.0,0.0,1.2,3.5,4.6,1.2,0.0,2.3,1.2,4.1,3.5,.231,.300,.000,,.231,.231,F,CHI,murpher01
518,Xavier Munford,1.7,12.6,15.1,2.7,1.1,15.9,18.1,2015-16,2017-18,23-25,20,0,4.5,11.3,3.3,7.9,1.2,3.4,1.1,2.2,0.5,3.8,4.3,3.5,1.9,0.4,2.3,3.9,11.3,.398,.414,.360,.500,.461,.452,G,MEMMIL,munfoxa02
519,Byron Mullens,5.7,21.1,9.1,1.4,1.9,11.5,21.5,2012-13,2013-14,23-24,98,41,5.7,14.2,3.7,8.4,1.9,5.8,1.4,2.3,1.9,6.5,8.4,1.9,1.0,0.8,2.0,3.4,14.7,.398,.443,.333,.622,.482,.466,C-F,CHALACPHI,mulleby01
520,Mychal Mulder,1.1,8.3,4.6,0.7,1.1,6.4,16.1,2019-20,2021-22,25-27,84,12,5.0,12.2,1.5,2.7,3.5,9.5,0.8,1.1,0.4,2.8,3.2,1.2,0.5,0.4,0.9,2.7,14.4,.413,.573,.369,.711,.567,.557,G-F,GSWMIAORL,muldemy01
521,Shabazz Muhammad,7.0,11.6,5.5,0.9,0.4,7.4,22.9,2013-14,2017-18,21-25,278,16,7.1,15.0,6.2,12.1,0.9,2.9,3.8,5.0,2.2,3.6,5.8,1.1,0.6,0.2,1.4,2.1,18.9,.473,.510,.319,.751,.549,.504,F-G,MILMIN,muhamsh01
522,Emmanuel Mudiay,2.1,11.4,24.8,1.5,1.0,16.5,24.4,2015-16,2021-22,19-25,302,165,6.1,15.3,4.7,11.0,1.4,4.3,2.9,3.9,0.7,3.7,4.4,5.7,1.1,0.4,3.4,2.5,16.5,.401,.431,.323,.744,.486,.446,G,DENNYKSACUTA,mudiaem01
523,Timofey Mozgov,10.6,20.0,4.8,0.8,3.5,16.1,17.1,2012-13,2017-18,26-31,365,224,5.5,10.2,5.5,9.9,0.1,0.3,2.7,3.6,3.5,6.5,9.9,1.1,0.6,1.6,2.3,4.3,13.8,.539,.550,.190,.745,.583,.542,C,BRKCLEDENLAL,mozgoti01
524,Arnett Moultrie,13.0,14.7,2.6,1.8,1.5,12.2,13.2,2012-13,2013-14,22-23,59,2,4.6,8.5,4.6,8.5,0.0,0.0,1.1,1.6,4.3,4.6,8.9,0.6,1.2,0.7,1.3,3.2,10.4,.547,.547,,.667,.563,.547,F,PHI,moultar01
525,Johnathan Motley,10.2,21.8,11.8,1.4,1.1,13.3,26.4,2017-18,2019-20,22-24,46,4,8.7,15.7,8.5,14.8,0.2,1.0,4.2,7.2,3.4,7.2,10.6,2.5,1.1,0.5,2.9,4.9,21.8,.552,.575,.200,.587,.577,.558,F,DALLAC,motlejo01
526,Donatas Motiejūnas,7.3,15.6,9.6,1.3,1.4,14.1,19.3,2012-13,2018-19,22-28,251,101,5.8,12.3,4.8,9.1,1.0,3.2,2.0,3.3,2.3,5.2,7.5,2.1,0.9,0.6,2.3,4.2,14.4,.469,.529,.300,.597,.526,.508,F-C,HOUNOPSAS,motiedo01
527,Anthony Morrow,2.2,7.4,5.4,1.5,0.5,5.7,17.6,2012-13,2016-17,27-31,308,23,5.6,12.8,3.1,6.6,2.5,6.2,1.6,1.9,0.7,2.4,3.1,1.2,1.0,0.2,0.8,2.7,15.4,.440,.473,.406,.854,.564,.538,G,ATLCHIDALNOPOKC,morroan01
528,Monte Morris,1.6,9.2,22.0,1.5,0.6,8.2,16.9,2017-18,2022-23,22-27,342,166,5.8,12.1,4.1,7.8,1.7,4.3,1.4,1.7,0.5,3.0,3.6,5.6,1.1,0.3,1.1,1.6,14.7,.481,.530,.392,.830,.573,.550,G,DENWAS,morrimo01
529,Markieff Morris,5.4,17.9,10.4,1.6,1.6,12.8,21.0,2012-13,2022-23,23-33,687,371,6.2,13.8,4.9,10.1,1.3,3.7,2.4,3.0,1.7,5.8,7.5,2.4,1.2,0.7,2.2,3.9,16.0,.449,.488,.342,.783,.530,.495,F,BRKDALDETLALMIAOKCPHOWAS,morrima02
530,Marcus Morris,3.5,14.9,8.7,1.2,0.9,9.3,20.1,2012-13,2022-23,23-33,766,502,6.0,13.7,3.9,8.1,2.1,5.6,2.3,2.9,1.1,4.9,6.0,2.0,0.9,0.4,1.5,2.8,16.4,.435,.476,.378,.773,.544,.513,F,BOSDETHOULACNYKPHO,morrima03
531,Jaylen Morris,1.6,15.7,12.6,1.3,0.6,13.6,17.7,2017-18,2021-22,22-26,13,0,4.3,12.1,3.5,8.3,0.8,3.8,0.8,1.5,0.5,5.3,5.8,3.3,1.0,0.3,2.0,1.3,10.1,.354,.424,.200,.500,.395,.385,G,ATLMILSAS,morrija01
532,Darius Morris,3.3,6.1,19.8,1.7,0.1,18.1,17.7,2012-13,2014-15,22-24,113,17,4.1,10.8,2.9,7.0,1.2,3.8,1.3,2.0,1.1,2.0,3.1,4.7,1.2,0.1,2.6,3.1,10.7,.379,.415,.314,.625,.455,.435,G,BRKLACLALMEMPHI,morrida01
533,Juwan Morgan,7.5,13.4,6.9,0.8,0.8,13.5,10.3,2019-20,2021-22,22-24,52,0,3.6,6.8,2.7,4.2,0.9,2.7,0.7,1.3,2.4,4.6,7.0,1.8,0.6,0.3,1.2,5.0,8.8,.525,.639,.348,.545,.595,.593,F,BOSTORUTA,morgaju01
534,Eric Moreland,10.6,27.7,12.6,1.8,5.5,24.9,9.8,2014-15,2018-19,23-27,83,3,2.9,5.5,2.9,5.4,0.0,0.0,0.5,1.3,3.5,8.9,12.4,3.3,1.3,2.2,2.0,5.2,6.4,.537,.533,1.000,.394,.531,.540,F-C,DETPHOSACTOR,moreler01
535,Ja Morant,3.3,12.6,35.9,1.5,0.8,14.2,30.3,2019-20,2022-23,20-23,248,246,9.1,19.4,7.7,15.0,1.4,4.4,5.4,7.2,1.1,4.3,5.4,8.3,1.1,0.3,3.7,1.7,25.1,.472,.517,.321,.753,.557,.509,G,MEM,moranja01
536,Wendell Moore Jr.,3.0,10.0,15.3,2.5,2.8,15.0,14.9,2022-23,2022-23,21,29,2,4.2,10.1,3.8,6.1,0.5,4.0,0.9,1.2,0.9,3.3,4.2,4.2,1.9,1.2,1.9,3.1,9.9,.419,.615,.118,.800,.465,.442,G-F,MIN,moorewe01
537,E'Twaun Moore,2.5,7.9,12.5,1.5,0.8,10.6,17.2,2012-13,2020-21,23-31,560,191,5.5,12.1,4.0,8.1,1.6,4.1,1.0,1.3,0.8,2.6,3.5,3.0,1.1,0.4,1.5,2.7,13.6,.457,.492,.389,.738,.537,.522,G-F,CHINOPORLPHO,mooreet01
538,Matt Mooney,0.0,16.0,6.1,7.0,4.1,16.7,12.3,2019-20,2021-22,22-24,5,0,1.7,8.6,1.7,3.4,0.0,5.1,0.0,0.0,0.0,5.1,5.1,1.7,5.1,1.7,1.7,1.7,3.4,.200,.500,.000,,.200,.200,G,CLENYK,moonema01
539,Xavier Moon,1.4,10.0,28.1,2.2,1.6,10.1,19.3,2021-22,2022-23,27-28,14,0,6.4,13.8,5.0,9.9,1.4,3.9,0.7,1.1,0.5,3.4,3.9,6.6,1.6,0.7,1.6,2.5,14.9,.467,.512,.353,.600,.523,.517,G,LAC,moonxa01
540,Moses Moody,3.5,10.5,7.0,0.8,1.1,9.5,14.9,2021-22,2022-23,19-20,115,14,4.8,10.4,2.5,4.2,2.3,6.2,1.6,2.3,1.1,3.5,4.7,1.9,0.6,0.4,1.2,2.5,13.4,.459,.600,.363,.730,.590,.567,G,GSW,moodymo01
541,Luis Montero,0.0,13.2,2.9,0.0,0.0,21.6,24.3,2015-16,2017-18,22-24,14,0,3.6,14.4,2.9,7.9,0.7,6.5,2.2,2.9,0.0,4.3,4.3,0.7,0.0,0.0,4.3,0.7,10.1,.250,.364,.111,.750,.322,.275,G,DETPOR,montelu01
542,Greg Monroe,10.8,23.4,14.3,1.9,1.8,13.7,23.3,2012-13,2021-22,22-31,500,303,7.2,14.1,7.2,14.0,0.0,0.0,3.5,5.0,3.5,7.4,10.9,3.0,1.4,0.8,2.6,2.9,17.9,.509,.511,.067,.707,.549,.509,C-F,BOSDETMILMINPHIPHOTORUTAWAS,monrogr01
543,Malik Monk,1.8,10.8,17.6,1.3,1.1,12.3,23.4,2017-18,2022-23,19-24,386,38,6.8,15.8,3.9,7.6,2.9,8.2,2.4,2.9,0.6,3.5,4.1,4.2,0.9,0.4,2.4,2.5,18.9,.430,.510,.356,.849,.555,.522,G,CHOLALSAC,monkma01
544,Chima Moneke,28.8,0.0,16.1,0.0,0.0,41.0,26.2,2022-23,2022-23,27,2,0,4.5,9.0,4.5,9.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,4.5,0.0,0.0,9.0,9.0,9.0,.500,.500,,.000,.347,.500,F,SAC,monekch01
545,Adam Mokoka,5.1,4.7,7.3,1.7,0.5,12.5,14.4,2019-20,2020-21,21-22,25,0,4.1,10.1,2.6,4.7,1.5,5.4,0.4,1.1,1.7,1.5,3.2,1.9,1.3,0.2,1.5,4.7,10.1,.404,.545,.280,.400,.478,.479,G,CHI,mokokad01
546,Nazr Mohammed,12.3,21.1,5.5,1.5,3.6,15.8,14.7,2012-13,2015-16,35-38,171,13,3.5,8.8,3.5,8.7,0.0,0.1,1.4,2.1,3.9,6.7,10.6,1.3,1.0,1.7,1.8,5.0,8.3,.399,.401,.000,.646,.431,.399,C,CHIOKC,mohamna01
