Rk,Player,ORtg,DRtg,PER,TRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
87,Dennis Smith Jr.,103,114,11.6,6.4,26.1,2.6,1.6,14.1,17.6,2022-23,2022-23,25,54,15,25.7,3.4,8.4,3.0,6.3,0.4,2.1,1.4,2.0,0.5,2.6,3.1,4.8,1.4,0.5,1.5,2.3,8.8,.412,.475,.216,.736,.475,.438,G,CHO,smithde03
88,Marcus Smart,111,112,12.1,5.3,26.4,2.3,1.0,17.9,17.8,2022-23,2022-23,28,61,61,32.1,4.1,9.9,2.2,4.3,1.9,5.6,1.4,1.9,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,.415,.519,.336,.746,.538,.511,G,BOS,smartma01
89,Jericho Sims,146,114,13.8,16.4,4.0,0.9,3.2,19.1,7.4,2022-23,2022-23,24,52,16,15.6,1.6,2.1,1.6,2.0,0.0,0.0,0.2,0.3,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,.776,.783,.000,.750,.780,.776,F,NYK,simsje01
90,Anfernee Simons,113,123,14.8,4.3,18.6,0.9,0.6,10.2,25.1,2022-23,2022-23,23,62,62,35.0,7.5,16.9,4.1,7.8,3.4,9.1,2.6,2.9,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1,.447,.528,.377,.894,.581,.548,G,POR,simonan01
91,Kobi Simmons,101,117,9.0,7.6,21.8,0.0,6.2,12.7,11.8,2022-23,2022-23,25,5,0,5.6,0.2,1.2,0.0,0.2,0.2,1.0,0.4,0.4,0.2,0.6,0.8,1.0,0.0,0.4,0.2,0.0,1.0,.167,.000,.200,1.000,.363,.250,G,CHO,simmoko01
92,Ben Simmons,110,110,13.4,13.4,31.3,2.4,1.9,27.2,14.3,2022-23,2022-23,26,42,33,26.3,3.2,5.6,3.2,5.5,0.0,0.0,0.6,1.4,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9,.566,.571,.000,.439,.559,.566,G-F,BRK,simmobe01
93,Pascal Siakam,118,115,20.3,11.9,24.9,1.2,1.3,10.0,27.2,2022-23,2022-23,28,71,71,37.4,8.9,18.5,7.6,14.5,1.3,4.0,5.2,6.7,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2,.480,.523,.324,.774,.565,.515,F,TOR,siakapa01
94,Shaedon Sharpe,109,121,11.5,7.6,7.9,1.0,1.2,10.7,19.0,2022-23,2022-23,19,80,15,22.2,3.8,8.1,2.6,4.6,1.3,3.5,0.9,1.3,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9,.472,.559,.360,.714,.568,.551,G,POR,sharpsh01
95,Day'Ron Sharpe,118,111,17.8,20.4,9.7,1.3,5.0,17.7,19.0,2022-23,2022-23,21,48,3,11.5,1.9,3.6,1.8,3.3,0.1,0.2,0.7,1.1,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,.544,.544,.545,.636,.581,.561,C,BRK,sharpda01
96,Landry Shamet,111,116,10.9,4.6,15.7,1.6,0.6,10.0,18.9,2022-23,2022-23,25,40,9,20.2,2.8,7.5,1.0,2.5,1.9,5.0,1.1,1.3,0.3,1.4,1.7,2.3,0.7,0.1,0.9,1.5,8.7,.377,.376,.377,.882,.537,.502,G,PHO,shamela01
97,Collin Sexton,119,120,15.9,5.0,17.9,1.1,0.4,13.3,23.4,2022-23,2022-23,24,48,15,23.9,4.9,9.8,3.9,7.2,1.0,2.5,3.4,4.1,0.8,1.4,2.2,2.9,0.6,0.1,1.8,2.3,14.3,.506,.546,.393,.819,.616,.558,G,UTA,sextoco01
98,Alperen Şengün,118,117,19.7,17.1,21.0,1.6,3.2,17.3,21.4,2022-23,2022-23,20,75,72,28.9,5.9,10.7,5.6,9.9,0.3,0.8,2.7,3.8,3.2,5.8,9.0,3.9,0.9,0.9,2.6,3.4,14.8,.553,.570,.333,.715,.599,.565,C-F,HOU,sengual01
99,Dereon Seabron,95,121,4.6,4.7,0.0,0.0,0.0,0.0,17.9,2022-23,2022-23,22,5,0,2.4,0.4,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,.400,.400,,,.400,.400,G,NOP,seabrde01
100,Jay Scrubb,108,110,14.2,11.3,5.0,3.2,0.0,27.6,15.6,2022-23,2022-23,22,2,0,15.0,2.5,3.5,1.5,2.5,1.0,1.0,0.5,1.0,0.0,3.0,3.0,0.5,1.0,0.0,1.5,1.0,6.5,.714,.600,1.000,.500,.825,.857,G-F,ORL,scrubja01
101,Dennis Schröder,112,117,11.5,4.4,20.1,1.2,0.4,12.8,18.6,2022-23,2022-23,29,66,50,30.1,4.1,9.8,3.0,6.4,1.1,3.4,3.3,3.8,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6,.415,.461,.329,.857,.545,.472,G,LAL,schrode01
102,Admiral Schofield,120,117,10.1,7.8,9.6,0.9,1.1,10.8,14.1,2022-23,2022-23,25,37,0,12.2,1.5,3.3,0.8,1.3,0.6,2.0,0.6,0.6,0.6,1.1,1.7,0.8,0.2,0.1,0.4,1.6,4.2,.451,.646,.324,.913,.587,.549,G-F,ORL,schofad01
103,Jordan Schakel,161,106,24.3,0.0,23.5,8.1,0.0,0.0,14.5,2022-23,2022-23,24,2,0,3.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.5,.500,.000,1.000,,.750,.750,F,WAS,schakjo01
104,Olivier Sarr,116,114,11.5,14.6,4.6,0.4,4.1,10.8,13.6,2022-23,2022-23,23,9,1,12.7,1.7,3.3,1.6,2.4,0.1,0.9,0.6,0.8,1.3,2.1,3.4,0.4,0.1,0.6,0.4,1.9,4.0,.500,.636,.125,.714,.544,.517,C,OKC,sarrol01
105,Dario Šarić,113,113,13.5,14.1,12.7,1.2,0.8,15.1,19.2,2022-23,2022-23,28,57,12,14.1,2.2,4.9,1.4,2.8,0.8,2.0,1.1,1.3,0.9,2.7,3.6,1.3,0.4,0.1,1.0,1.7,6.4,.458,.506,.391,.829,.583,.540,F-C,OKCPHO,saricda01
106,Luka Šamanić,105,115,11.0,10.1,13.0,1.8,1.1,13.8,18.9,2022-23,2022-23,23,7,4,23.0,3.7,8.1,2.6,3.7,1.1,4.4,1.3,1.9,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,.456,.692,.258,.692,.550,.526,F,UTA,samanlu01
107,Domantas Sabonis,132,114,23.5,20.3,30.4,1.1,1.2,16.9,21.3,2022-23,2022-23,26,79,79,34.6,7.3,11.9,6.9,10.8,0.4,1.1,4.1,5.5,3.2,9.1,12.3,7.3,0.8,0.5,2.9,3.5,19.1,.615,.639,.373,.742,.668,.632,C-F,SAC,sabondo01
108,Matt Ryan,109,119,8.1,4.6,6.9,0.8,0.3,5.8,16.5,2022-23,2022-23,25,34,0,9.1,1.2,3.2,0.2,0.7,0.9,2.5,0.3,0.4,0.1,0.6,0.8,0.5,0.1,0.0,0.2,0.8,3.6,.370,.333,.381,.833,.538,.519,F,LALMIN,ryanma01
109,D'Angelo Russell,116,116,16.3,5.2,27.4,1.4,1.1,15.1,22.7,2022-23,2022-23,26,71,71,32.5,6.3,13.4,3.5,6.5,2.7,6.9,2.5,3.0,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0,17.8,.469,.548,.396,.829,.605,.572,G,LALMIN,russeda01
110,Ricky Rubio,103,110,10.4,7.3,27.1,2.3,1.0,13.8,17.7,2022-23,2022-23,32,33,2,17.2,1.8,5.4,1.2,2.9,0.6,2.5,0.8,1.1,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,.343,.417,.256,.800,.442,.402,G,CLE,rubiori01
111,Terry Rozier,106,117,14.7,6.2,22.7,1.6,0.6,9.4,26.9,2022-23,2022-23,28,63,63,35.3,7.8,18.9,5.2,10.8,2.6,8.0,2.8,3.5,0.8,3.3,4.1,5.1,1.2,0.3,2.1,1.9,21.1,.415,.480,.327,.809,.517,.484,G,CHO,roziete01
112,Terrence Ross,110,116,10.2,6.5,10.2,1.3,0.7,8.2,16.8,2022-23,2022-23,31,63,9,21.1,3.2,7.4,1.7,3.3,1.5,4.1,0.4,0.5,0.3,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.3,.430,.507,.368,.794,.544,.532,F-G,ORLPHO,rosste01
113,Derrick Rose,99,117,10.1,6.5,19.9,1.0,1.4,11.8,23.6,2022-23,2022-23,34,27,0,12.5,2.3,5.9,1.6,3.6,0.7,2.3,0.4,0.4,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6,.384,.438,.302,.917,.463,.443,G,NYK,rosede01
114,David Roddy,103,114,8.8,8.1,6.1,1.1,1.4,11.3,16.7,2022-23,2022-23,21,70,4,18.0,2.6,6.0,1.6,3.0,0.9,3.0,0.6,0.9,0.7,2.0,2.8,0.8,0.4,0.3,0.8,1.5,6.7,.429,.553,.307,.631,.519,.506,F,MEM,roddyda01
115,Isaiah Roby,97,118,9.3,12.3,10.7,1.8,1.2,15.2,17.8,2022-23,2022-23,24,42,2,11.3,1.6,3.7,1.2,2.3,0.4,1.4,0.5,1.0,0.5,2.0,2.5,0.9,0.4,0.2,0.7,1.3,4.1,.432,.516,.300,.488,.497,.490,F,SAS,robyis01
116,Jeremiah Robinson-Earl,121,115,12.9,11.9,7.0,1.4,1.2,6.7,14.6,2022-23,2022-23,22,43,20,18.9,2.6,5.8,1.7,3.2,0.9,2.6,0.8,1.0,1.7,2.5,4.2,1.0,0.6,0.3,0.4,1.7,6.8,.444,.533,.333,.833,.548,.518,F,OKC,robinje02
117,Orlando Robinson,122,111,13.4,17.4,8.4,1.4,2.9,13.5,12.4,2022-23,2022-23,22,31,1,13.7,1.5,2.9,1.5,2.7,0.0,0.2,0.7,1.0,1.5,2.5,4.1,0.8,0.4,0.4,0.5,1.7,3.7,.528,.566,.000,.710,.565,.528,F,MIA,robinor01
118,Mitchell Robinson,142,110,18.9,19.2,4.5,1.7,6.5,10.9,10.1,2022-23,2022-23,24,59,58,27.0,3.2,4.7,3.2,4.7,0.0,0.0,1.0,2.1,4.5,4.9,9.4,0.9,0.9,1.8,0.7,2.7,7.4,.671,.671,,.484,.652,.671,C,NYK,robinmi01
119,Duncan Robinson,105,117,7.8,5.9,9.7,1.0,0.0,10.0,17.9,2022-23,2022-23,28,42,1,16.5,2.1,5.6,0.6,1.1,1.5,4.6,0.7,0.8,0.2,1.5,1.6,1.1,0.3,0.0,0.7,1.8,6.4,.371,.556,.328,.906,.534,.504,G-F,MIA,robindu01
120,Austin Rivers,115,117,7.4,4.6,9.3,1.3,0.3,9.2,10.5,2022-23,2022-23,30,52,10,19.5,1.8,4.0,0.9,1.7,0.8,2.4,0.6,0.8,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,.435,.558,.350,.769,.564,.538,G,MIN,riverau01
121,Josh Richardson,110,118,12.3,6.3,15.8,2.2,1.2,12.7,18.4,2022-23,2022-23,29,65,10,23.5,3.7,8.5,2.0,4.0,1.6,4.5,1.1,1.2,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,.431,.506,.365,.852,.555,.528,G,NOPSAS,richajo01
122,Nick Richards,130,113,18.3,18.2,4.5,0.4,5.1,13.0,15.6,2022-23,2022-23,25,65,9,18.7,3.0,4.8,3.0,4.8,0.0,0.0,2.1,2.8,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,.629,.628,1.000,.749,.676,.631,F-C,CHO,richani01
123,Jared Rhoden,108,121,6.5,10.4,2.8,1.0,0.4,6.0,10.7,2022-23,2022-23,23,14,0,14.1,1.2,3.1,0.9,1.7,0.4,1.4,0.4,0.4,0.8,1.9,2.6,0.3,0.3,0.1,0.2,1.6,3.2,.386,.500,.250,1.000,.482,.443,G,DET,rhodeja01
124,Naz Reid,112,110,18.5,14.9,9.6,1.6,3.7,12.7,24.8,2022-23,2022-23,23,68,11,18.4,4.6,8.5,3.5,5.3,1.1,3.2,1.3,1.9,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5,.537,.653,.346,.677,.617,.602,F,MIN,reidna01
125,Paul Reed,122,105,19.2,20.5,5.3,3.0,6.3,16.3,16.4,2022-23,2022-23,23,69,2,10.9,1.8,3.0,1.8,2.9,0.0,0.1,0.6,0.7,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,.593,.606,.167,.745,.620,.596,F,PHI,reedpa01
126,Davon Reed,93,113,6.2,9.9,8.2,2.1,1.0,17.5,14.5,2022-23,2022-23,27,43,1,8.0,0.7,2.0,0.3,0.9,0.4,1.1,0.4,0.6,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1,.333,.289,.370,.667,.471,.435,G,DENLAL,reedda01
127,Cam Reddish,109,118,10.6,5.0,8.1,1.9,1.3,12.0,17.1,2022-23,2022-23,23,40,20,24.8,3.5,7.8,2.4,4.2,1.1,3.6,1.6,1.9,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,.446,.560,.313,.853,.561,.518,F,NYKPOR,reddica01
128,Austin Reaves,129,117,14.9,5.6,15.7,0.8,0.9,14.0,16.2,2022-23,2022-23,24,64,22,28.8,4.0,7.7,2.7,4.3,1.3,3.4,3.6,4.1,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,.529,.631,.398,.864,.687,.616,G,LAL,reaveau01
129,Julius Randle,117,114,20.3,15.4,18.5,0.9,0.7,11.5,29.5,2022-23,2022-23,28,77,77,35.5,8.5,18.6,5.7,10.3,2.8,8.3,5.2,6.9,1.8,8.1,10.0,4.1,0.6,0.3,2.8,3.0,25.1,.459,.553,.343,.757,.581,.536,F-C,NYK,randlju01
130,Lester Quinones,87,114,8.6,9.2,14.2,2.6,0.0,39.6,29.4,2022-23,2022-23,22,4,0,4.5,0.5,1.3,0.0,0.3,0.5,1.0,1.0,1.5,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,.400,.000,.500,.667,.654,.600,G,GSW,quinole01
131,Immanuel Quickley,122,115,16.3,7.9,17.4,1.7,0.6,8.7,20.9,2022-23,2022-23,23,81,21,28.9,5.2,11.6,3.1,6.0,2.1,5.6,2.5,3.1,0.7,3.4,4.2,3.4,1.0,0.2,1.2,2.0,14.9,.448,.521,.370,.819,.578,.537,G,NYK,quickim01
132,Neemias Queta,127,114,17.0,21.7,5.0,0.0,6.0,9.2,16.1,2022-23,2022-23,23,5,0,5.8,1.2,1.8,1.2,1.8,0.0,0.0,0.0,0.4,1.0,1.2,2.2,0.2,0.0,0.4,0.2,1.4,2.4,.667,.667,,.000,.607,.667,C,SAC,quetane01
133,Trevelin Queen,78,116,6.0,13.5,11.1,1.4,6.1,18.3,22.9,2022-23,2022-23,25,7,0,10.0,1.0,4.1,0.7,2.0,0.3,2.1,0.7,0.7,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0,.241,.357,.133,1.000,.337,.276,G,IND,queentr01
134,Payton Pritchard,105,115,10.3,7.5,14.0,1.1,0.1,13.7,19.8,2022-23,2022-23,25,48,3,13.4,2.1,5.1,0.9,1.9,1.2,3.2,0.3,0.3,0.5,1.3,1.8,1.3,0.3,0.0,0.8,0.8,5.6,.412,.495,.364,.750,.536,.527,G,BOS,pritcpa01
135,Taurean Prince,108,117,10.0,6.2,9.6,1.1,1.1,14.3,17.3,2022-23,2022-23,28,54,4,22.1,3.3,7.0,1.9,3.4,1.4,3.6,1.2,1.4,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,.467,.557,.381,.844,.597,.565,F,MIN,princta02
136,Joshua Primo,90,122,6.1,7.6,24.4,0.5,1.8,26.9,18.2,2022-23,2022-23,20,4,0,23.3,2.3,6.5,1.5,3.5,0.8,3.0,1.8,2.3,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,.346,.429,.250,.778,.467,.404,G,SAS,primojo01
137,Jason Preston,102,117,10.3,9.9,30.9,0.8,0.0,19.3,18.3,2022-23,2022-23,23,14,0,8.9,1.3,2.9,0.9,1.6,0.4,1.3,0.0,0.1,0.1,1.4,1.6,1.9,0.1,0.0,0.7,0.5,2.9,.439,.565,.278,.000,.489,.500,G,LAC,prestja01
138,Norman Powell,115,116,17.1,6.3,11.0,1.6,1.0,10.8,26.0,2022-23,2022-23,29,60,8,26.1,5.7,11.8,3.8,7.1,1.9,4.8,3.8,4.6,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17.0,.479,.534,.397,.812,.612,.559,G,LAC,powelno01
139,Dwight Powell,140,116,15.5,12.5,6.9,1.6,1.6,15.9,12.6,2022-23,2022-23,31,76,64,19.2,2.6,3.5,2.6,3.5,0.0,0.1,1.5,2.2,2.0,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7,.732,.746,.000,.667,.738,.732,F-C,DAL,poweldw01
140,Micah Potter,145,116,18.6,16.6,11.2,0.9,0.0,11.8,13.7,2022-23,2022-23,24,7,0,7.4,1.4,2.1,0.9,1.1,0.6,1.0,0.0,0.0,0.4,1.9,2.3,0.6,0.1,0.0,0.3,0.7,3.4,.667,.750,.571,,.800,.800,C,UTA,pottemi01
141,Kristaps Porziņģis,121,113,23.1,14.3,12.9,1.3,4.0,10.2,27.4,2022-23,2022-23,27,65,65,32.6,7.8,15.7,5.7,10.2,2.1,5.5,5.4,6.4,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3.0,23.2,.498,.559,.385,.851,.627,.565,F-C,WAS,porzikr01
142,Bobby Portis,117,110,17.8,19.3,8.7,0.8,0.7,8.6,21.7,2022-23,2022-23,27,70,22,26.0,5.7,11.5,4.3,7.8,1.4,3.7,1.4,1.8,2.2,7.4,9.6,1.5,0.4,0.2,1.2,1.6,14.1,.496,.555,.370,.768,.575,.555,F,MIL,portibo01
143,Otto Porter Jr.,132,112,14.0,7.4,7.2,3.7,0.0,10.7,11.0,2022-23,2022-23,29,8,2,18.3,1.9,3.8,1.1,1.6,0.8,2.1,1.0,1.0,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,.500,.692,.353,1.000,.656,.600,F,TOR,porteot01
144,Michael Porter Jr.,118,115,16.8,10.9,5.3,1.0,1.4,7.3,22.7,2022-23,2022-23,24,62,62,29.0,6.4,13.2,3.4,5.9,3.0,7.3,1.5,1.9,1.0,4.5,5.5,1.0,0.6,0.5,1.1,1.9,17.4,.487,.579,.414,.800,.621,.602,F,DEN,portemi01
145,Kevin Porter Jr.,112,120,16.2,8.5,25.7,2.0,0.8,15.8,24.3,2022-23,2022-23,22,59,59,34.3,6.6,15.0,4.2,8.5,2.4,6.5,3.5,4.5,1.3,4.0,5.3,5.7,1.4,0.3,3.2,2.6,19.2,.442,.501,.366,.784,.565,.522,G,HOU,porteke02
146,Jordan Poole,109,117,14.6,5.0,22.5,1.2,0.8,14.7,29.2,2022-23,2022-23,23,82,43,30.0,6.7,15.6,4.1,7.8,2.6,7.8,4.4,5.1,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,.430,.524,.336,.870,.573,.514,G,GSW,poolejo01
147,Aleksej Pokusevski,105,112,13.4,12.2,12.4,1.4,5.7,14.0,18.3,2022-23,2022-23,21,34,25,20.6,3.2,7.3,2.1,4.3,1.1,3.1,0.6,1.0,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1,.434,.483,.365,.629,.522,.510,F,OKC,pokusal01
148,Jakob Poeltl,123,114,21.0,19.0,15.2,1.7,4.0,15.0,18.2,2022-23,2022-23,27,72,71,26.5,5.4,8.6,5.4,8.6,0.0,0.0,1.7,2.8,3.3,5.8,9.1,2.7,0.9,1.2,1.7,2.7,12.5,.629,.630,.000,.592,.635,.629,C,SASTOR,poeltja01
149,Mason Plumlee,134,114,19.6,18.4,17.3,1.1,2.0,15.8,15.2,2022-23,2022-23,32,79,60,26.0,4.2,6.1,4.2,6.1,0.0,0.0,2.5,4.0,2.9,6.0,8.9,3.1,0.6,0.6,1.5,2.7,10.8,.680,.680,,.636,.689,.680,C-F,CHOLAC,plumlma01
150,Scotty Pippen Jr.,93,112,9.6,6.7,8.2,3.0,2.6,11.1,23.7,2022-23,2022-23,22,6,0,5.3,0.7,2.0,0.5,1.5,0.2,0.5,0.8,1.5,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,.333,.333,.333,.556,.439,.375,G,LAL,pippesc02
151,Theo Pinson,114,117,10.1,11.4,19.6,0.9,0.3,11.5,14.7,2022-23,2022-23,27,40,1,8.1,0.8,2.2,0.2,0.6,0.6,1.6,0.3,0.3,0.3,1.3,1.6,1.2,0.2,0.0,0.3,0.9,2.4,.356,.360,.355,.846,.512,.483,G,DAL,pinsoth01
152,Gary Payton II,131,115,13.3,10.6,11.0,2.9,1.2,18.2,10.3,2022-23,2022-23,30,22,1,16.7,1.9,3.1,1.3,2.0,0.6,1.2,0.3,0.3,1.1,2.0,3.1,1.4,1.0,0.2,0.7,2.0,4.6,.594,.651,.500,.857,.701,.688,G,GSWPOR,paytoga02
153,Cameron Payne,106,115,13.2,6.1,32.6,1.7,0.7,14.4,24.8,2022-23,2022-23,28,48,15,20.2,3.9,9.4,2.5,5.6,1.4,3.9,1.0,1.3,0.3,2.0,2.2,4.5,0.7,0.2,1.7,1.8,10.3,.415,.448,.368,.766,.512,.490,G,PHO,payneca01
154,Chris Paul,122,112,17.7,7.4,38.7,2.4,1.0,13.4,19.2,2022-23,2022-23,37,59,59,32.0,5.0,11.3,3.3,6.9,1.7,4.4,2.3,2.7,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9,.440,.482,.375,.831,.555,.513,G,PHO,paulch01
155,Kelly Oubre Jr.,106,115,14.8,8.6,5.6,2.1,1.0,6.6,26.5,2022-23,2022-23,27,48,40,32.3,7.4,17.1,5.1,10.0,2.3,7.1,3.3,4.3,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,.431,.510,.319,.760,.534,.497,F,CHO,oubreke01
156,Cedi Osman,115,113,12.0,6.7,10.6,1.1,0.7,8.3,18.2,2022-23,2022-23,27,77,2,20.1,3.1,6.9,1.6,2.8,1.5,4.1,1.0,1.4,0.3,2.0,2.3,1.5,0.5,0.1,0.7,1.6,8.7,.451,.564,.372,.694,.579,.560,F,CLE,osmande01
157,Eugene Omoruyi,106,117,10.9,9.4,6.3,2.1,0.4,11.5,19.3,2022-23,2022-23,25,40,6,16.1,2.5,5.7,1.9,3.5,0.6,2.2,1.3,1.9,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7.0,.443,.547,.281,.680,.533,.498,F,DETOKC,omorueu01
158,Kelly Olynyk,118,115,14.4,11.7,17.6,1.5,1.6,20.3,17.8,2022-23,2022-23,31,68,68,28.6,4.1,8.2,2.7,4.7,1.4,3.5,2.9,3.4,1.2,5.0,6.2,3.7,0.9,0.5,2.5,3.4,12.5,.499,.576,.394,.853,.643,.583,C-F,UTA,olynyke01
159,Victor Oladipo,99,112,10.6,6.8,19.8,2.6,1.1,16.6,21.1,2022-23,2022-23,30,42,2,26.3,3.8,9.6,2.1,4.5,1.7,5.0,1.4,1.9,0.4,2.7,3.0,3.5,1.4,0.3,2.1,2.4,10.7,.397,.471,.330,.747,.513,.484,G,MIA,oladivi01
160,KZ Okpala,113,117,6.2,7.8,6.3,1.4,2.5,14.4,8.4,2022-23,2022-23,23,35,3,7.1,0.5,1.1,0.3,0.5,0.2,0.6,0.2,0.2,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3,.421,.529,.333,.875,.554,.513,F,SAC,okpalkz01
161,Isaac Okoro,123,112,10.7,6.7,7.0,1.7,1.7,9.5,11.9,2022-23,2022-23,22,76,46,21.7,2.3,4.7,1.5,2.4,0.8,2.3,1.0,1.4,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4,.494,.617,.363,.757,.614,.582,G-F,CLE,okorois01
162,Onyeka Okongwu,134,112,19.4,17.0,5.8,1.4,4.9,12.2,15.1,2022-23,2022-23,22,80,18,23.1,4.0,6.2,3.9,6.1,0.1,0.2,1.9,2.5,2.7,4.5,7.2,1.0,0.7,1.3,1.0,3.1,9.9,.638,.647,.308,.781,.678,.642,F,ATL,okongon01
163,Josh Okogie,114,113,13.3,10.3,10.3,2.0,2.3,11.2,17.7,2022-23,2022-23,24,72,26,18.8,2.3,5.8,1.3,3.0,0.9,2.7,1.9,2.7,1.5,2.0,3.5,1.5,0.8,0.5,0.9,1.6,7.3,.391,.442,.335,.724,.531,.471,G,PHO,okogijo01
164,Chuma Okeke,107,114,9.1,10.5,9.4,1.8,2.1,11.5,12.3,2022-23,2022-23,24,27,8,19.2,1.6,4.5,0.6,1.3,1.0,3.2,0.6,0.8,1.0,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,.352,.472,.302,.762,.488,.459,F,ORL,okekech01
165,Royce O'Neale,108,115,9.2,9.0,15.3,1.3,1.7,15.5,13.6,2022-23,2022-23,29,76,53,31.7,3.0,7.8,0.9,2.3,2.1,5.5,0.7,0.9,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8,.386,.379,.389,.725,.538,.524,F,BRK,onealro01
166,Jordan Nwora,109,116,12.2,10.4,10.5,1.0,1.0,12.0,19.4,2022-23,2022-23,24,62,14,19.2,3.1,7.2,1.7,3.8,1.4,3.4,1.1,1.4,0.8,2.9,3.7,1.4,0.4,0.2,1.1,1.2,8.7,.436,.462,.408,.791,.561,.533,F,INDMIL,nworajo01
167,Jusuf Nurkić,112,114,17.3,19.5,16.4,1.5,2.8,16.8,22.1,2022-23,2022-23,28,52,52,26.8,5.0,9.7,4.2,7.4,0.8,2.3,2.4,3.7,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,.519,.567,.361,.661,.589,.561,C,POR,nurkiju01
168,Kendrick Nunn,100,117,11.1,6.2,13.8,1.4,0.6,12.4,23.7,2022-23,2022-23,27,70,2,13.8,2.7,6.4,1.6,3.2,1.1,3.2,0.5,0.6,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,.424,.493,.354,.854,.530,.512,G,LALWAS,nunnke01
169,Frank Ntilikina,94,118,5.2,5.9,12.8,1.3,1.0,16.5,13.1,2022-23,2022-23,24,47,5,12.9,1.0,2.8,0.7,1.4,0.4,1.4,0.5,0.7,0.1,1.2,1.3,1.2,0.3,0.1,0.6,1.4,2.9,.364,.477,.254,.667,.461,.428,G,DAL,ntilila01
170,Jaylen Nowell,106,116,13.7,7.6,15.9,1.6,0.3,8.9,25.0,2022-23,2022-23,23,65,2,19.3,4.3,9.6,3.3,6.0,1.0,3.6,1.2,1.5,0.6,2.1,2.6,2.0,0.6,0.1,1.0,1.6,10.8,.448,.542,.289,.778,.527,.502,G,MIN,nowelja01
171,Nerlens Noel,84,109,7.9,13.1,6.7,4.0,4.5,23.9,12.0,2022-23,2022-23,28,17,4,11.5,0.8,2.1,0.7,2.0,0.1,0.1,0.5,0.7,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1,.361,.353,.500,.667,.424,.375,C-F,BRKDET,noelne01
