,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
877,Solomon Hill,3.3,12.3,9.5,1.6,0.9,13.6,12.6,22-30,448,189,3.1,8.1,1.8,4.0,1.4,4.1,1.5,1.9,1.1,4.1,5.2,2.5,1.1,0.4,1.4,2.9,9.1,0.388,0.445,0.331,0.797,0.511,0.471,F
879,Jordan Hill,12.3,22.6,8.0,1.0,2.4,11.9,20.9,25-29,251,101,6.7,13.5,6.7,13.4,0.0,0.1,2.5,3.6,4.1,7.4,11.5,1.7,0.7,1.1,2.0,3.7,15.9,0.498,0.5,0.2,0.706,0.53,0.499,C-F
881,George Hill,2.6,9.8,18.6,1.7,0.7,11.5,16.8,26-36,634,420,5.0,10.8,3.3,6.3,1.7,4.5,2.3,2.8,0.8,3.3,4.1,4.3,1.2,0.3,1.6,2.3,13.9,0.459,0.515,0.381,0.805,0.577,0.538,G
882,Nenê,6.4,18.5,13.4,2.0,1.9,14.2,21.3,30-36,399,169,6.5,12.4,6.5,12.3,0.0,0.1,3.4,5.4,2.1,5.9,8.0,2.9,1.4,0.8,2.4,4.4,16.4,0.527,0.53,0.179,0.625,0.557,0.528,F-C
885,Buddy Hield,2.8,13.8,13.2,1.4,0.9,11.1,23.1,24-30,548,369,7.1,16.4,3.3,6.9,3.8,9.4,1.6,1.9,0.9,4.4,5.4,3.1,1.1,0.4,2.1,2.6,19.6,0.434,0.477,0.402,0.858,0.57,0.55,G-F
886,J.J. Hickson,12.1,26.0,7.2,1.2,1.9,14.1,20.3,24-27,257,149,6.3,12.0,6.3,11.9,0.0,0.1,2.9,5.1,3.9,8.3,12.2,1.6,0.9,0.9,2.4,3.1,15.5,0.521,0.524,0.0,0.573,0.542,0.521,F-C
888,Roy Hibbert,10.3,17.2,7.4,0.7,5.6,13.8,18.8,26-30,365,330,5.1,11.3,5.1,11.3,0.0,0.1,2.8,3.6,3.3,5.7,9.0,1.6,0.5,2.6,2.1,4.4,13.0,0.449,0.45,0.231,0.784,0.504,0.45,C
889,Mario Hezonja,2.6,15.7,10.2,1.9,1.1,14.3,18.5,20-24,330,69,5.0,12.1,3.5,7.2,1.6,4.9,1.8,2.3,0.9,5.2,6.0,2.4,1.4,0.5,2.2,3.2,13.5,0.417,0.484,0.319,0.812,0.516,0.482,F-G
891,Tyler Herro,1.5,16.2,18.3,1.1,0.7,11.9,25.4,20-23,242,100,7.4,16.8,4.5,9.4,2.8,7.4,2.6,2.9,0.5,5.1,5.6,4.0,0.8,0.2,2.5,1.6,20.2,0.439,0.484,0.383,0.875,0.557,0.524,G
892,Willy Hernangómez,14.9,27.3,11.0,1.4,2.3,13.8,21.0,22-28,344,48,6.8,12.8,6.6,11.9,0.3,0.8,3.8,5.3,5.0,8.9,13.9,2.5,1.0,0.9,2.4,4.0,17.6,0.533,0.549,0.306,0.713,0.584,0.543,C
893,Juancho Hernangómez,5.5,18.2,5.5,1.2,1.2,9.7,13.9,21-27,339,76,4.0,9.4,2.2,4.1,1.8,5.3,1.8,2.7,1.8,5.9,7.7,1.5,0.9,0.5,1.1,2.5,11.7,0.428,0.538,0.342,0.676,0.551,0.524,F
895,John Henson,10.4,20.5,9.1,1.2,6.2,14.0,18.1,22-29,445,160,5.9,10.9,5.8,10.6,0.1,0.3,2.0,3.5,3.3,6.4,9.7,2.0,0.9,2.6,2.0,4.1,13.9,0.54,0.549,0.25,0.568,0.557,0.544,C-F
896,Xavier Henry,3.3,11.2,6.4,2.0,0.6,12.3,20.4,21-23,102,7,4.7,11.5,4.0,9.5,0.7,2.0,4.2,6.5,1.1,3.6,4.6,1.5,1.4,0.3,2.0,3.5,14.4,0.41,0.424,0.348,0.642,0.499,0.441,G
899,Gerald Henderson,2.0,11.8,13.2,1.3,1.0,9.8,21.1,25-29,369,248,5.8,13.4,5.0,11.0,0.8,2.4,3.3,4.1,0.7,3.8,4.4,2.8,0.9,0.4,1.7,2.4,15.8,0.436,0.456,0.344,0.802,0.52,0.467,G
901,Brendan Haywood,11.4,17.2,3.8,0.7,3.7,17.6,12.1,33-35,83,18,3.0,6.9,3.0,6.9,0.0,0.0,1.0,2.2,3.7,5.3,9.0,0.9,0.5,1.7,1.7,4.0,7.1,0.435,0.437,0.0,0.468,0.447,0.435,C
903,Gordon Hayward,2.6,14.1,19.3,1.7,1.0,12.2,23.4,22-32,646,546,6.5,14.4,4.8,9.8,1.7,4.6,4.0,4.9,0.8,4.5,5.4,4.2,1.2,0.4,2.3,1.9,18.7,0.454,0.494,0.367,0.828,0.568,0.512,F-G
905,Killian Hayes,1.6,11.0,29.1,2.3,1.5,19.0,18.5,19-21,168,114,4.5,11.9,3.3,7.6,1.2,4.2,1.3,1.6,0.6,3.5,4.0,7.1,1.7,0.6,3.0,3.7,11.4,0.376,0.432,0.274,0.803,0.452,0.424,G
906,Jaxson Hayes,9.2,16.9,5.9,1.2,3.8,11.6,15.9,19-22,241,47,6.0,9.7,5.8,8.8,0.3,0.9,3.7,5.2,3.0,5.5,8.6,1.5,0.9,1.5,1.6,4.3,16.1,0.622,0.657,0.288,0.719,0.67,0.636,F
907,Chuck Hayes,10.1,19.2,10.8,1.7,1.2,17.8,9.9,29-32,166,2,2.6,5.9,2.6,5.9,0.0,0.0,0.9,1.4,3.2,5.9,9.1,2.7,1.2,0.5,1.4,4.0,6.2,0.443,0.445,0.0,0.674,0.473,0.443,F-C
908,Spencer Hawes,5.9,22.0,14.3,0.8,3.3,14.0,19.4,24-28,346,140,5.5,12.4,4.3,8.9,1.3,3.5,1.8,2.3,2.0,7.0,9.0,3.2,0.6,1.5,2.2,3.8,14.1,0.446,0.476,0.367,0.775,0.526,0.497,C-F
909,Sam Hauser,3.1,14.3,7.7,1.0,1.4,6.6,14.7,24-25,106,8,5.0,11.1,1.1,1.7,4.0,9.4,0.3,0.4,1.0,4.8,5.8,2.0,0.7,0.6,0.8,2.6,14.3,0.455,0.657,0.42,0.706,0.636,0.633,F
910,Udonis Haslem,8.1,24.3,5.1,1.0,1.1,12.7,13.1,32-42,285,105,3.7,8.0,3.6,7.4,0.1,0.5,1.3,1.9,2.3,7.5,9.8,1.2,0.7,0.5,1.3,4.3,8.7,0.461,0.484,0.155,0.678,0.496,0.467,F-C
911,Isaiah Hartenstein,12.4,20.8,13.3,1.7,4.7,16.7,14.9,20-24,247,12,5.2,9.0,5.0,8.2,0.2,0.8,2.0,2.9,4.1,6.9,11.0,3.2,1.3,1.9,2.1,5.4,12.6,0.578,0.604,0.31,0.68,0.614,0.592,F
912,Josh Hart,4.1,19.7,11.9,1.6,1.0,12.8,14.5,22-27,372,170,4.5,9.6,2.8,4.8,1.7,4.8,1.9,2.6,1.4,6.5,7.8,3.1,1.2,0.4,1.6,3.0,12.5,0.465,0.578,0.35,0.741,0.583,0.552,G
913,Shaquille Harrison,2.8,14.8,15.8,3.1,2.1,11.3,16.6,24-29,180,23,4.7,10.8,4.0,8.4,0.7,2.4,2.3,3.2,0.9,4.8,5.7,3.9,2.3,0.8,1.6,3.5,12.4,0.435,0.478,0.281,0.718,0.506,0.466,G
914,Andrew Harrison,1.9,9.3,20.4,1.6,1.5,15.0,17.8,22-24,145,64,3.8,10.1,2.6,6.3,1.1,3.9,3.5,4.5,0.6,2.8,3.5,4.8,1.1,0.6,2.1,4.4,12.2,0.373,0.422,0.294,0.779,0.503,0.429,G
916,Tobias Harris,3.5,18.2,11.8,1.2,1.4,8.9,21.9,20-30,785,698,7.1,14.9,5.5,10.6,1.6,4.3,2.8,3.3,1.1,5.9,7.0,2.7,0.9,0.6,1.6,2.3,18.6,0.478,0.521,0.37,0.831,0.568,0.531,F
921,Joe Harris,2.3,10.8,9.5,0.9,0.6,11.2,16.4,23-31,488,283,5.6,11.6,2.6,4.7,3.0,6.9,1.1,1.4,0.8,3.7,4.5,2.3,0.7,0.3,1.5,2.9,15.3,0.48,0.543,0.437,0.772,0.624,0.61,G
923,Gary Harris,2.3,7.2,10.3,2.0,0.7,10.0,17.3,20-28,516,416,5.4,12.0,3.4,6.7,2.0,5.3,1.8,2.2,0.7,2.3,3.1,2.5,1.5,0.3,1.4,2.3,14.5,0.448,0.51,0.37,0.815,0.56,0.53,G
925,Devin Harris,1.0,9.9,19.7,2.1,0.7,13.3,19.1,29-35,442,40,4.7,11.3,2.8,5.7,1.9,5.6,3.3,4.2,0.3,3.1,3.5,4.7,1.5,0.3,2.0,3.5,14.5,0.413,0.491,0.334,0.785,0.551,0.496,G
928,Montrezl Harrell,9.8,16.8,10.5,1.2,3.2,10.2,21.9,22-29,515,36,8.6,13.8,8.5,13.5,0.0,0.3,4.1,6.2,3.2,5.7,8.8,2.3,0.9,1.4,1.9,3.6,21.2,0.619,0.629,0.108,0.664,0.642,0.62,F-C
932,Maurice Harkless,5.2,12.0,5.9,2.1,2.3,11.8,13.9,19-28,621,371,4.3,9.1,3.4,6.1,1.0,3.0,1.3,2.1,1.7,4.0,5.6,1.5,1.5,1.0,1.3,3.2,10.9,0.474,0.551,0.32,0.624,0.544,0.528,F-G
934,James Harden,2.6,16.1,37.9,2.2,1.4,15.9,32.0,23-33,780,779,8.0,18.2,5.0,9.8,3.0,8.4,8.2,9.5,0.8,5.3,6.1,8.1,1.6,0.6,4.2,2.5,27.3,0.442,0.51,0.362,0.863,0.61,0.525,G
935,Tim Hardaway Jr.,1.3,10.4,10.9,1.1,0.5,7.6,22.2,21-30,657,333,6.4,15.2,3.5,7.1,2.9,8.1,2.6,3.3,0.4,3.4,3.8,2.4,0.8,0.2,1.4,2.2,18.3,0.42,0.487,0.361,0.808,0.551,0.516,G
936,Tyler Hansbrough,13.0,17.8,3.4,1.4,1.2,12.1,15.8,27-30,263,20,3.7,8.1,3.7,7.9,0.0,0.1,4.6,6.6,4.1,5.6,9.7,0.8,1.0,0.6,1.5,4.6,12.1,0.461,0.466,0.2,0.692,0.549,0.463,F
939,R.J. Hampton,2.5,13.9,14.8,1.4,1.0,13.9,18.6,19-21,162,18,4.9,11.9,3.3,7.4,1.6,4.6,2.2,3.3,0.8,4.6,5.4,3.5,1.1,0.4,2.2,2.5,13.6,0.41,0.452,0.342,0.68,0.508,0.476,G
942,Justin Hamilton,7.5,15.0,7.3,1.5,2.9,10.5,15.5,23-26,113,21,4.9,10.6,3.7,6.6,1.2,4.0,1.5,1.9,2.4,5.0,7.4,1.7,1.1,1.3,1.3,3.1,12.6,0.464,0.56,0.309,0.798,0.552,0.523,C
943,Jordan Hamilton,4.7,17.2,9.0,1.9,1.3,10.0,20.2,22-25,125,19,5.7,14.2,3.4,7.6,2.3,6.6,1.3,1.9,1.5,5.6,7.2,2.1,1.3,0.6,1.7,2.5,15.1,0.404,0.445,0.356,0.684,0.503,0.486,G-F
949,Tyrese Haliburton,2.3,9.8,35.5,2.3,1.4,14.4,20.2,20-22,191,153,6.5,13.5,3.9,7.3,2.5,6.2,2.2,2.5,0.8,3.2,3.9,8.7,1.7,0.6,2.5,1.6,17.6,0.479,0.539,0.408,0.857,0.603,0.572,G
950,P.J. Hairston,2.5,12.4,4.6,1.4,1.0,8.0,17.7,22-23,111,54,4.2,12.2,2.0,4.9,2.1,7.3,1.5,1.8,0.8,3.9,4.8,1.1,1.0,0.4,1.1,3.6,12.0,0.343,0.414,0.295,0.81,0.46,0.431,G-F
953,Rui Hachimura,3.9,16.2,7.1,1.0,0.8,8.0,19.3,21-24,210,127,6.6,13.8,5.5,10.5,1.1,3.2,2.4,3.1,1.3,5.4,6.7,1.8,0.8,0.3,1.3,2.2,16.7,0.48,0.52,0.347,0.77,0.552,0.52,F
957,Quentin Grimes,2.7,9.5,9.4,1.3,1.2,9.8,14.6,21-22,117,72,4.7,10.4,1.8,3.0,2.8,7.4,1.1,1.4,0.9,3.1,4.0,2.4,1.0,0.5,1.2,3.1,13.3,0.45,0.614,0.384,0.778,0.604,0.587,G
958,Blake Griffin,6.0,19.9,22.7,1.4,1.2,11.9,26.8,23-33,617,544,7.9,16.4,6.9,13.3,1.0,3.0,4.7,6.4,1.9,6.5,8.4,4.8,1.0,0.5,2.6,3.0,21.5,0.485,0.52,0.331,0.732,0.562,0.515,F-C
960,Willie Green,1.7,8.0,8.7,1.3,0.7,10.1,16.8,31-33,179,71,4.8,11.5,2.9,6.6,1.8,4.9,0.9,1.2,0.5,2.5,3.0,2.1,0.9,0.3,1.4,3.3,12.3,0.413,0.44,0.377,0.79,0.511,0.493,G
961,Josh Green,5.0,10.8,9.9,1.7,0.7,14.2,13.9,20-22,166,29,4.5,8.7,3.3,5.5,1.2,3.2,1.3,1.9,1.6,3.4,5.0,2.5,1.2,0.3,1.6,3.6,11.5,0.516,0.603,0.368,0.691,0.602,0.584,G-F
962,Jeff Green,2.9,12.6,8.6,1.1,1.4,10.3,19.8,26-36,792,387,5.7,12.6,4.3,8.4,1.4,4.2,3.2,4.0,0.9,4.1,5.0,2.0,0.8,0.6,1.7,2.6,16.1,0.452,0.51,0.338,0.817,0.559,0.508,F
963,Javonte Green,6.4,13.6,5.8,2.4,2.1,10.8,12.6,26-29,186,50,4.3,8.1,3.5,5.7,0.8,2.4,2.1,2.7,2.1,4.4,6.5,1.5,1.8,0.8,1.1,3.3,11.5,0.534,0.617,0.342,0.753,0.62,0.585,F
964,JaMychal Green,9.1,21.5,6.8,1.4,1.9,13.5,17.0,24-32,544,166,5.2,10.9,3.8,7.0,1.4,3.9,2.0,2.6,2.9,6.9,9.8,1.6,1.0,0.7,1.9,4.6,13.9,0.477,0.537,0.368,0.784,0.575,0.542,F
965,Jalen Green,1.7,10.1,15.4,1.0,0.7,11.3,26.1,19-20,143,143,7.4,17.6,4.8,9.9,2.6,7.7,4.2,5.3,0.6,3.3,3.9,3.5,0.8,0.3,2.5,1.8,21.6,0.42,0.483,0.34,0.79,0.542,0.495,G
966,Gerald Green,2.4,11.5,7.3,1.3,1.2,9.6,22.6,27-33,446,75,6.4,15.5,3.3,7.0,3.0,8.4,2.2,2.6,0.8,3.7,4.5,1.6,0.9,0.6,1.8,3.1,17.9,0.411,0.473,0.359,0.827,0.539,0.509,G-F
968,Draymond Green,4.2,21.5,25.5,2.3,2.8,22.0,15.5,22-32,758,608,4.0,8.9,3.0,5.7,1.0,3.2,1.8,2.6,1.3,7.4,8.7,7.0,1.7,1.3,2.8,3.6,10.9,0.449,0.523,0.314,0.712,0.539,0.505,F
969,Danny Green,2.6,12.1,8.7,2.0,2.5,11.5,15.1,25-35,736,671,4.3,10.3,1.6,3.4,2.7,6.9,0.8,1.1,0.8,4.0,4.8,2.2,1.5,1.1,1.4,2.5,12.3,0.419,0.461,0.398,0.809,0.568,0.552,G-F
976,Jerian Grant,2.0,9.6,23.7,2.0,0.5,14.4,16.8,23-27,279,61,4.3,10.4,3.0,6.5,1.3,3.9,2.4,3.1,0.7,3.2,3.8,5.8,1.5,0.2,2.0,3.0,12.2,0.411,0.464,0.323,0.77,0.518,0.472,G
977,Jerami Grant,3.5,13.0,8.4,1.2,3.4,9.8,19.2,20-28,618,333,5.6,12.4,4.1,8.0,1.6,4.3,3.6,4.9,1.2,4.2,5.3,1.9,0.9,1.4,1.6,3.1,16.4,0.456,0.509,0.358,0.737,0.566,0.519,F
979,Treveon Graham,4.4,10.5,6.9,1.3,0.5,9.1,12.3,23-26,180,44,3.3,8.7,1.8,4.2,1.5,4.5,1.3,1.9,1.5,3.5,5.0,1.8,0.9,0.2,0.9,3.7,9.5,0.383,0.437,0.333,0.691,0.497,0.47,G
980,Devonte' Graham,1.7,8.3,26.1,1.5,0.6,11.7,20.7,23-27,313,171,5.1,13.8,1.8,4.5,3.3,9.3,2.6,3.2,0.6,2.6,3.2,6.3,1.1,0.2,2.0,1.9,16.2,0.372,0.405,0.356,0.812,0.531,0.492,G
982,Marcin Gortat,9.4,25.2,7.9,0.9,3.2,12.8,16.9,28-34,510,504,5.9,10.7,5.9,10.7,0.0,0.0,1.9,2.8,3.0,8.0,11.0,1.9,0.6,1.4,1.8,2.9,13.7,0.55,0.551,0.1,0.683,0.573,0.55,C-F
983,Eric Gordon,1.2,7.1,13.6,1.2,1.0,11.5,22.0,24-34,613,438,6.1,14.5,3.2,6.7,2.9,7.8,2.8,3.4,0.4,2.3,2.7,3.1,0.9,0.4,2.1,2.1,17.9,0.421,0.479,0.371,0.813,0.558,0.52,G-F
985,Ben Gordon,1.1,8.6,14.8,1.2,0.6,14.4,25.5,29-31,150,0,6.5,15.9,4.4,10.2,2.1,5.7,2.5,2.9,0.4,2.6,3.0,2.9,0.8,0.3,2.9,2.9,17.6,0.409,0.43,0.373,0.837,0.512,0.476,G
986,Aaron Gordon,6.4,17.6,13.3,1.3,1.9,10.9,20.5,19-27,596,507,6.3,13.3,5.0,9.2,1.3,4.1,2.7,3.9,2.1,5.7,7.8,3.1,0.9,0.8,1.8,2.5,16.6,0.472,0.539,0.325,0.686,0.552,0.523,F
988,Brandon Goodwin,2.3,11.9,22.4,1.6,0.3,13.9,20.0,23-26,133,11,5.1,13.2,3.4,7.6,1.8,5.6,2.0,2.7,0.8,4.0,4.7,5.6,1.2,0.1,2.3,2.9,14.1,0.39,0.445,0.315,0.73,0.488,0.457,G
989,Archie Goodwin,3.9,11.3,13.7,1.4,1.2,16.8,22.1,19-22,165,15,5.5,12.9,4.8,10.0,0.7,2.9,3.9,5.6,1.3,3.7,5.0,3.1,1.0,0.6,3.1,2.9,15.6,0.429,0.484,0.236,0.7,0.51,0.455,G
990,Drew Gooden,9.9,20.0,7.4,1.3,1.5,9.6,18.2,31-34,119,7,5.0,12.2,4.2,9.7,0.8,2.6,1.6,2.1,3.1,6.4,9.5,1.7,0.9,0.7,1.4,4.3,12.5,0.41,0.436,0.311,0.772,0.473,0.443,F
992,Rudy Gobert,12.6,30.3,6.7,1.1,5.9,15.1,16.2,21-30,681,589,5.6,8.5,5.6,8.5,0.0,0.0,3.9,6.1,4.0,10.0,14.0,1.6,0.8,2.6,2.0,3.1,15.0,0.654,0.656,0.0,0.639,0.671,0.654,C
993,Manu Ginóbili,2.3,12.0,25.6,2.5,0.9,17.1,23.3,35-40,390,3,5.9,13.5,3.7,7.6,2.1,5.9,3.3,4.1,0.7,3.9,4.6,6.0,1.8,0.4,3.2,3.2,17.1,0.434,0.492,0.36,0.8,0.56,0.513,G
996,Anthony Gill,7.4,12.3,7.5,0.8,1.7,10.2,13.4,28-30,129,12,4.5,8.3,3.8,6.1,0.7,2.2,2.9,3.7,2.4,4.1,6.5,2.0,0.6,0.7,1.1,4.3,12.6,0.542,0.622,0.316,0.77,0.631,0.583,F
997,Shai Gilgeous-Alexander,2.3,12.6,23.2,1.8,2.0,11.5,26.5,20-24,311,302,8.1,16.8,6.9,13.2,1.3,3.6,5.8,6.8,0.8,4.3,5.0,5.0,1.4,0.8,2.6,2.5,23.3,0.484,0.521,0.347,0.845,0.588,0.521,G
998,Harry Giles,8.0,24.2,14.1,1.6,2.6,15.1,20.9,20-22,142,17,7.0,13.7,6.8,13.0,0.2,0.6,2.2,3.3,2.7,7.9,10.7,3.4,1.2,1.0,2.7,6.3,16.3,0.511,0.523,0.258,0.671,0.541,0.517,F-C
999,Josh Giddey,6.3,20.4,30.9,1.3,1.2,16.8,23.6,19-20,130,130,7.3,15.8,6.1,11.9,1.2,4.0,1.4,2.0,2.2,6.9,9.0,7.2,1.0,0.5,3.4,2.0,17.1,0.459,0.513,0.295,0.723,0.513,0.496,G
1000,Taj Gibson,9.9,16.8,6.7,1.2,3.1,11.9,16.7,27-37,720,360,5.6,10.6,5.5,10.2,0.1,0.4,2.2,3.1,3.2,5.5,8.7,1.5,0.8,1.4,1.6,3.6,13.5,0.528,0.538,0.273,0.733,0.567,0.533,F-C
1004,Paul George,2.8,18.0,19.4,2.5,1.0,13.0,28.4,22-32,666,660,7.8,18.0,5.0,10.5,2.9,7.5,4.6,5.4,0.9,6.0,6.9,4.2,1.8,0.4,3.0,2.8,23.2,0.437,0.475,0.384,0.855,0.569,0.517,F
1006,Alonzo Gee,3.9,12.0,7.2,2.1,0.9,14.2,14.1,25-29,287,146,3.8,8.7,3.1,6.4,0.7,2.3,1.9,2.5,1.3,3.7,5.0,1.7,1.5,0.4,1.6,3.2,10.2,0.436,0.478,0.315,0.739,0.518,0.477,G
1008,Rudy Gay,4.6,17.7,12.7,1.7,1.8,12.0,24.4,26-36,683,378,7.0,15.7,5.6,11.6,1.4,4.1,3.4,4.1,1.5,5.7,7.2,2.8,1.2,0.8,2.4,2.7,18.8,0.448,0.484,0.345,0.823,0.538,0.493,F
1009,Pau Gasol,7.8,27.0,18.2,0.7,3.7,12.1,23.0,32-38,430,360,6.9,14.4,6.5,13.3,0.4,1.1,3.4,4.4,2.5,9.1,11.6,3.9,0.5,1.8,2.3,2.3,17.6,0.479,0.485,0.409,0.757,0.538,0.494,C-F
1010,Marc Gasol,4.4,21.4,20.2,1.4,3.8,13.1,21.9,28-36,594,576,6.1,13.2,5.3,11.0,0.8,2.3,3.5,4.3,1.4,6.7,8.1,4.4,1.0,1.5,2.3,3.0,16.5,0.462,0.482,0.363,0.808,0.547,0.493,C
1012,Usman Garuba,12.7,22.9,8.9,2.2,3.2,17.8,10.2,19-20,99,3,3.1,6.6,2.3,4.2,0.9,2.4,1.0,1.6,4.2,7.4,11.6,2.4,1.6,1.2,1.6,4.9,8.1,0.475,0.535,0.367,0.63,0.558,0.541,F
1014,Diante Garrett,1.5,9.5,19.3,2.2,0.3,21.9,15.8,24-25,90,0,3.5,9.4,2.3,6.1,1.2,3.3,0.5,0.7,0.5,2.9,3.4,4.5,1.5,0.2,2.7,2.4,8.7,0.373,0.384,0.351,0.682,0.445,0.435,G
1016,Kevin Garnett,5.1,28.6,13.9,2.2,2.3,12.0,20.2,36-39,207,207,6.0,12.6,6.0,12.4,0.0,0.2,1.9,2.4,1.5,8.9,10.5,2.9,1.5,1.0,1.9,3.5,14.0,0.477,0.483,0.111,0.783,0.51,0.478,F-C
1017,Darius Garland,1.6,7.1,31.7,1.6,0.3,15.5,25.4,20-23,250,246,7.2,16.1,4.9,10.1,2.3,6.1,2.8,3.2,0.5,2.3,2.8,7.1,1.2,0.1,3.2,2.0,19.6,0.449,0.485,0.387,0.871,0.559,0.521,G
1019,Francisco García,1.6,9.4,9.1,1.8,2.5,9.6,14.2,31-33,127,24,3.9,10.2,1.7,3.7,2.3,6.5,0.5,0.7,0.5,3.1,3.6,2.2,1.3,1.2,1.1,3.6,10.6,0.385,0.446,0.35,0.659,0.503,0.496,F-G
1020,Langston Galloway,2.4,10.2,11.5,1.6,0.5,7.1,17.1,23-30,452,62,4.8,12.0,2.4,5.7,2.3,6.4,1.5,1.8,0.8,3.3,4.0,2.7,1.1,0.2,1.0,2.6,13.4,0.397,0.43,0.368,0.816,0.521,0.494,G
1021,Danilo Gallinari,2.5,15.8,10.4,1.1,0.8,8.0,21.7,24-33,514,387,6.0,14.0,3.6,7.6,2.5,6.4,5.2,5.9,0.8,5.3,6.1,2.5,0.8,0.4,1.4,2.0,19.8,0.431,0.466,0.388,0.886,0.595,0.519,F
1022,Daniel Gafford,11.7,17.4,6.8,1.1,6.4,13.7,15.7,21-24,247,118,6.7,9.4,6.7,9.4,0.0,0.0,2.7,4.1,3.8,5.8,9.5,1.6,0.8,2.7,1.8,4.5,16.0,0.706,0.706,0.0,0.665,0.714,0.706,F
1023,Wenyen Gabriel,11.6,16.5,5.0,1.3,2.9,14.4,14.7,22-25,145,8,4.9,9.3,4.2,7.0,0.7,2.2,2.0,3.2,3.8,5.7,9.5,1.3,1.0,1.2,1.8,5.5,12.6,0.531,0.599,0.319,0.624,0.588,0.57,F
1024,Markelle Fultz,3.4,11.0,30.2,2.3,1.0,15.1,21.9,19-24,191,146,6.7,14.3,6.2,12.4,0.5,1.9,2.2,2.9,1.1,3.6,4.7,6.9,1.7,0.4,2.8,2.8,16.2,0.472,0.502,0.278,0.734,0.519,0.491,G
1025,Channing Frye,2.7,17.6,7.0,1.2,1.9,10.3,16.4,30-35,390,187,4.9,11.3,2.2,4.2,2.7,7.1,1.1,1.3,0.9,5.7,6.5,1.7,0.9,0.9,1.4,3.7,13.6,0.432,0.51,0.386,0.846,0.572,0.553,C-F
1026,Joel Freeland,11.5,19.6,5.2,0.9,2.2,13.1,13.9,25-27,151,9,4.1,9.0,4.1,9.0,0.0,0.0,1.2,1.6,3.8,6.5,10.2,1.3,0.6,1.1,1.5,5.0,9.4,0.459,0.461,0.0,0.728,0.486,0.459,F-C
1027,Enes Freedom,15.3,24.8,7.0,0.9,1.9,13.1,22.4,20-29,682,259,7.8,14.2,7.7,13.9,0.1,0.4,3.3,4.2,5.0,8.1,13.1,1.5,0.7,0.8,2.4,3.6,19.0,0.55,0.557,0.291,0.783,0.592,0.554,C
1028,Jimmer Fredette,1.9,7.4,17.7,1.6,0.3,14.6,23.0,23-29,180,0,6.1,14.5,4.1,9.2,2.0,5.2,2.7,3.0,0.6,2.3,2.9,3.9,1.1,0.1,2.7,2.6,16.9,0.421,0.445,0.38,0.892,0.534,0.49,G
1029,Tim Frazier,2.9,10.9,31.2,1.9,0.4,20.9,15.5,24-31,289,84,3.6,9.1,2.7,6.2,0.9,2.9,1.8,2.5,1.0,3.6,4.6,8.1,1.4,0.2,2.7,3.7,10.0,0.4,0.436,0.323,0.723,0.491,0.451,G
1034,Randy Foye,1.2,8.3,15.0,1.4,1.0,13.2,17.5,29-33,363,219,4.5,11.6,2.0,4.8,2.5,6.8,1.8,2.1,0.4,2.7,3.1,3.6,1.0,0.5,1.9,3.0,13.2,0.386,0.414,0.366,0.835,0.527,0.493,G
1035,De'Aaron Fox,1.8,10.9,30.3,1.9,1.1,13.1,27.9,20-25,395,380,8.3,17.6,7.0,13.4,1.4,4.2,4.5,6.1,0.6,3.5,4.1,6.9,1.5,0.5,3.0,2.9,22.5,0.472,0.521,0.321,0.736,0.554,0.511,G
1036,Evan Fournier,1.5,9.1,14.4,1.5,0.5,11.3,21.7,20-30,672,504,6.4,14.5,3.9,7.8,2.5,6.7,2.5,3.2,0.5,2.9,3.5,3.3,1.1,0.2,2.0,3.0,17.8,0.443,0.498,0.379,0.799,0.563,0.53,G-F
1037,Trent Forrest,3.2,11.1,18.5,1.7,0.8,21.0,12.9,22-24,113,9,3.6,7.7,3.3,6.2,0.3,1.5,1.6,1.9,1.0,3.8,4.8,5.1,1.2,0.3,2.3,2.2,9.0,0.465,0.532,0.182,0.843,0.529,0.483,G
1039,Bryn Forbes,0.9,8.1,8.6,0.9,0.1,8.3,18.2,23-29,431,167,5.7,13.1,2.7,5.7,3.0,7.4,1.4,1.7,0.3,2.7,3.0,2.2,0.7,0.1,1.2,2.5,15.8,0.436,0.469,0.41,0.826,0.572,0.551,G
1041,Malachi Flynn,1.7,11.9,18.2,1.8,0.7,9.0,17.8,22-24,144,21,4.8,12.8,2.6,6.2,2.2,6.5,1.4,1.9,0.6,3.7,4.3,4.6,1.3,0.3,1.4,3.0,13.2,0.374,0.414,0.335,0.752,0.484,0.459,G
1043,Derek Fisher,0.8,7.8,11.6,2.2,0.2,12.2,14.5,38-39,114,9,3.5,9.4,1.4,3.8,2.1,5.6,1.6,2.0,0.3,2.6,2.9,2.9,1.6,0.1,1.4,3.8,10.8,0.375,0.366,0.382,0.826,0.526,0.489,G
1044,Dorian Finney-Smith,6.0,12.2,7.2,1.4,1.4,10.6,13.1,23-29,460,348,3.9,8.9,2.0,3.6,1.9,5.3,1.0,1.3,2.0,4.0,5.9,1.8,1.0,0.6,1.1,2.8,10.7,0.437,0.557,0.357,0.723,0.561,0.544,F
